human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,Description_prot,Coverage [%]_prot,# Peptides_prot,# PSMs_prot,# AAs_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17_prot,RR1_GC_NASA_LVR_POOL_prot,RR1_GC_NASA+CASIS_LVR_POOL_prot,RR1_BA_CASIS_LVR_POOL_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21.1_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17.1_prot,RR1_GC_NASA_LVR_POOL.1_prot,RR1_GC_NASA+CASIS_LVR_POOL.1_prot,RR1_BA_CASIS_LVR_POOL.1_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_rna,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_rna,Mmus_C57-6J_LVR_GC_C_Rep1_M36_rna,Mmus_C57-6J_LVR_GC_C_Rep2_M37_rna,Mmus_C57-6J_LVR_GC_C_Rep3_M38_rna,Mmus_C57-6J_LVR_GC_C_Rep4_M39_rna,Mmus_C57-6J_LVR_GC_C_Rep5_M40_rna,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_rna,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna
ENSG00000144834,Q9UI15,TAGLN3,ENSMUSG00000022658,Tagln3,Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2,11,2,4,199,57.5,35.2,105.9,141.1,81.2,90.3,94.0,67.0,94.4,78.0,50.3,31.7,68.9,56.7,60.4,63.5,38.9,50.7,50.2,76.9,0.829100146568526,3.72833220090567,4.54980139453837,4.14716217789899,11.7799226662985,19.2544252755712,24.3105425114334,23.2406480330666,21.2166716430254,15.7707200080778,23.4119493153722,7.153296479831,26.5144200477523,27.219014006546
ENSG00000144848,Q9NT62,ATG3,ENSMUSG00000022663,Atg3,Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1,8,2,5,314,37.3,21.5,36.9,41.5,39.2,32.4,49.2,32.8,37.1,34.9,16.6,12.1,18.0,13.1,17.1,16.7,13.4,12.1,9.6,18.5,1959.78721259042,2036.49907472034,1540.1967564222,1757.09841978556,1637.20211792727,1558.04397920732,1753.86058192371,1409.59934083899,2119.40480580383,2096.09873573437,1535.24646110473,1942.63893807038,1354.65703846238,1697.88297466435
ENSG00000147813,Q6XQN6,NAPRT,ENSMUSG00000022574,Naprt,Nicotinate phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAPRT PE=1 SV=2,12,4,12,538,52.4,29.3,51.8,51.4,53.0,57.2,56.5,49.1,48.4,47.9,22.8,18.5,30.0,25.7,29.9,28.0,20.4,22.6,23.4,36.7,1590.56999434998,1552.38414266357,1119.43144630113,1896.67233947784,2809.49091718386,3427.61319679735,2682.09172555604,3265.70491740813,2769.37365317293,2371.52025965887,2970.87473851386,2452.32801835208,3031.31656403632,2966.69353673568
ENSG00000154174,O94826,TOMM70,ENSMUSG00000022752,Tomm70a,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens OX=9606 GN=TOMM70 PE=1 SV=1,3,2,5,608,24.7,18.7,13.4,43.3,16.9,23.9,24.3,23.4,15.8,19.9,24.5,25.5,39.6,35.6,22.4,27.1,27.1,28.7,19.5,30.2,2828.7893100754,2718.00587406901,2321.03543518185,2358.44487899166,1722.30671807304,1816.19250535246,1964.81898053459,1757.45091458334,2041.29146971938,2341.61428329551,1700.49334868379,2105.63292440647,1405.32342250088,1863.70984387552
ENSG00000156976,Q14240,EIF4A2,ENSMUSG00000022884,Eif4a2,Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2,31,10,52,407,45.3,18.1,48.1,41.7,53.1,49.9,52.2,36.7,43.6,38.0,83.9,76.6,115.5,88.0,98.0,92.2,78.6,76.5,66.5,109.4,4628.54615757349,6142.55039216218,4427.0441694158,4970.00374908949,6271.25151777506,5875.971024271,6166.22135895041,6421.03054200876,6178.23500317927,6858.86355491338,4538.44581616399,4702.72955655919,4356.77323661463,5478.75823094236
ENSG00000164068,Q5XPI4,RNF123,ENSMUSG00000041528,Rnf123,E3 ubiquitin-protein ligase RNF123 OS=Homo sapiens OX=9606 GN=RNF123 PE=1 SV=1,1,2,6,1314,64.5,38.0,105.1,74.5,87.8,69.5,79.8,64.2,111.1,84.8,91.7,79.8,122.1,101.8,116.7,136.3,88.3,86.6,97.9,123.3,1101.13507634111,1036.16129037274,917.913850346979,1025.92692142248,1076.51034352572,1778.05004388407,1607.32354908338,1808.56340906024,1650.36948797527,1643.91140675089,1973.08434120877,1563.1591303142,2138.48085997382,1936.6931916643
ENSG00000165934,Q9P2I0,CPSF2,ENSMUSG00000041781,Cpsf2,Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens OX=9606 GN=CPSF2 PE=1 SV=2,6,4,6,782,33.3,23.0,36.2,36.6,33.4,37.2,37.9,26.4,33.2,29.3,35.6,39.6,64.0,45.3,47.5,54.6,42.3,43.7,46.4,58.8,505.744619302377,458.578994007404,589.191742930514,367.021592029473,257.980428640446,309.203564182126,275.230200998484,275.171228421192,254.600180363025,340.387126056141,492.828304802708,430.393063779325,278.931831079049,268.30361639297
ENSG00000169813,P52597,HNRNPF,ENSMUSG00000042079,Hnrnpf,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,10,3,13,415,55.0,35.5,66.6,64.1,68.6,58.3,64.1,38.9,59.7,47.8,82.8,71.1,128.7,95.1,111.9,106.1,76.8,72.7,85.9,102.6,5018.47812364561,4061.7559125884,3857.84754064251,3276.4314432581,2673.03003975114,2176.66081978537,2333.69812448837,2292.27362417506,2411.72549355654,2661.88132695383,2045.81889611454,2723.66143311588,2115.06256000375,2182.08964545268
ENSG00000171530,O75347,TBCA,ENSMUSG00000042043,Tbca,Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3,16,2,6,108,101.6,52.5,99.3,110.9,104.1,109.7,90.1,73.5,100.3,96.0,101.4,86.0,152.7,114.6,121.1,133.6,90.8,96.7,100.9,130.3,701.925481297562,750.765998699903,661.226984876409,778.9212185899,2018.16872204135,1256.56305366596,1544.33574642826,1209.90502644832,1384.77091829866,1754.86639375616,1709.96374721238,1811.28759231566,1238.69088238553,1250.54392520186
ENSG00000175198,P05165,PCCA,ENSMUSG00000041650,Pcca,"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4",8,6,19,728,114.6,60.8,107.6,135.0,121.0,123.7,123.5,100.1,114.1,120.4,62.7,63.1,76.3,76.5,77.3,66.5,52.4,60.6,63.7,81.1,795.375110427919,753.850380455098,714.907314452566,777.294798510486,1857.44117344225,1108.25174585707,1158.17190140268,766.446275173218,1178.99869231565,1722.02880485119,1148.37658349393,1651.66882631117,683.764417027951,1365.34993664054
ENSG00000176393,Q9H4A4,RNPEP,ENSMUSG00000041926,Rnpep,Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2,3,2,2,650,,,,,,,,,,,20.0,19.9,23.3,20.7,18.6,23.7,22.2,19.0,12.8,34.5,797.604965322141,653.988633762781,608.18456385874,790.804906546953,484.756995306451,959.684792483583,701.524500286872,760.11489429589,682.798554042125,637.906235585548,797.191881220597,754.959404450343,859.373797216785,771.196890725549
ENSG00000188783,P51888,PRELP,ENSMUSG00000041577,Prelp,Prolargin OS=Homo sapiens OX=9606 GN=PRELP PE=1 SV=1,10,3,9,382,37.9,19.9,36.0,63.5,38.2,38.0,92.3,33.4,52.1,44.0,64.1,45.6,92.8,47.6,60.1,84.1,58.0,64.6,42.4,80.5,2061.5374209434,1675.73300792758,1652.16984861586,918.562891680477,415.589184421921,337.498123217626,482.824560089882,463.232681601925,327.23508168911,404.715387939754,359.320243943468,499.028360601601,454.495004758081,227.628309239569
ENSG00000198700,Q96P70,IPO9,ENSMUSG00000041879,Ipo9,Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3,6,5,7,1041,,,,,,,,,,,19.7,25.0,35.0,22.6,28.5,23.7,20.2,25.1,15.7,25.4,606.232188614196,580.697132322728,667.697107700256,579.890164422944,440.659652793916,452.262023940625,468.602750228247,485.060667544732,618.440917684711,518.805226591805,487.480279445715,398.690630636934,662.594733244352,479.150374914368
ENSG00000100519,P62333,PSMC6,ENSMUSG00000021832,Psmc6,26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,26,8,41,389,62.2,36.9,74.5,67.3,61.1,65.2,65.3,50.5,60.5,60.6,69.1,61.1,96.6,81.7,91.9,89.4,69.8,73.8,67.0,101.3,2518.0752791742,2394.41552487457,2096.78593122841,1869.47442182073,1929.03014002173,1753.44888994276,1927.58474106423,1468.29548628856,1898.10565055726,2387.87167529235,1823.44178787064,2091.57186175911,1554.28444659775,1549.36489081941
ENSG00000113163,Q9Y5P4,CERT1,ENSMUSG00000021669,Cert1,Ceramide transfer protein OS=Homo sapiens OX=9606 GN=CERT1 PE=1 SV=1,4,2,4,624,43.1,24.8,44.5,47.8,43.8,52.2,40.8,38.2,41.9,37.7,29.3,27.1,54.9,36.5,39.2,41.7,31.6,35.1,28.5,39.8,1315.2841541385,1164.18933452748,1213.97814944646,680.316111879397,966.923792690735,950.743890614688,1037.21695010445,952.812354519098,1132.75016561618,947.128384687931,721.229496371074,892.784217172234,902.560996907006,972.693304623646
ENSG00000122359,P50995,ANXA11,ENSMUSG00000021866,Anxa11,Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1,7,3,25,505,73.2,45.9,68.1,82.5,79.9,80.8,92.3,64.8,82.3,79.3,61.3,60.7,82.6,81.9,78.5,78.8,82.7,71.3,57.1,89.7,1271.80522640631,1375.77491309849,1147.60954295061,1208.28584547503,703.81882355117,773.84441899894,711.91197105776,741.236703886168,803.292000185136,606.054634716353,574.289828170629,748.061943954523,718.561044385493,751.223281277511
ENSG00000122367,O75112,LDB3,ENSMUSG00000021798,Ldb3,LIM domain-binding protein 3 OS=Homo sapiens OX=9606 GN=LDB3 PE=1 SV=2,4,3,7,727,2.9,1.4,3.6,4.6,3.5,4.2,10.1,40.7,4.8,50.7,10.2,10.2,11.1,10.5,28.5,15.6,792.8,82.1,36.3,94.5,2.86782933227815,3575.1051552694,728.641491962937,7.74478536206025,0.669146310114049,9.85399710192076,0.0,1.41984358057758,1.16998395245102,2.9861504117758,1.32990847100259,3.18233341235225,2.35611456163679,2.82120370872154
ENSG00000122378,Q9BRX8,PRXL2A,ENSMUSG00000021792,Prxl2a,Peroxiredoxin-like 2A OS=Homo sapiens OX=9606 GN=PRXL2A PE=1 SV=3,7,2,2,229,47.9,24.9,39.9,80.5,47.3,55.0,65.2,40.4,48.3,43.6,,,,,,,,,,,1426.548624229,1681.2448325658,1378.09297168006,1443.52978165894,1522.10802928414,752.732581861202,1135.07304141449,959.373718525872,1022.35943081665,1385.07483534341,1075.59208332259,1293.87437553969,983.472745604661,1320.34491738741
ENSG00000123213,Q9BYT8,NLN,ENSMUSG00000021710,Nln,"Neurolysin, mitochondrial OS=Homo sapiens OX=9606 GN=NLN PE=1 SV=1",4,2,3,704,32.8,21.2,33.0,32.3,31.9,40.1,33.3,26.0,32.2,25.5,18.7,18.5,14.1,15.3,21.7,19.1,13.7,7.1,14.8,20.1,407.04382386444,430.481085111173,438.633494459098,287.836569676068,551.524935370627,334.661989908306,494.607265433986,459.856713193918,533.090033182782,532.736447703649,283.98602887071,343.697685982975,373.010791501883,476.443559611921
ENSG00000124535,Q96S55,WRNIP1,ENSMUSG00000021400,Wrnip1,ATPase WRNIP1 OS=Homo sapiens OX=9606 GN=WRNIP1 PE=1 SV=2,5,3,6,665,54.4,34.8,57.5,58.1,56.9,49.6,57.6,39.4,58.0,48.7,20.0,19.6,40.2,21.4,24.8,32.1,18.0,20.0,17.5,26.1,1126.50202984688,1083.94137415361,1056.11134425854,1623.48911646001,1005.42540970152,925.763481121,690.028482201055,971.296758690803,670.286024522212,772.007532458363,471.476289195591,783.632329710788,717.536444922966,989.311764038886
ENSG00000124789,P49790,NUP153,ENSMUSG00000021374,Nup153,Nuclear pore complex protein Nup153 OS=Homo sapiens OX=9606 GN=NUP153 PE=1 SV=2,2,3,6,1475,32.9,17.7,56.1,60.8,44.5,53.7,58.1,39.2,51.8,39.5,25.9,20.5,36.7,23.1,24.6,26.8,23.3,22.6,19.6,30.3,516.634927280083,504.571212220139,451.379675592323,344.955039544015,432.208897582126,672.987092258643,506.090087580365,532.770006772858,593.548691224954,352.853236206067,436.333574498512,430.611504943174,760.73312910422,496.826152013492
ENSG00000126214,Q07866,KLC1,ENSMUSG00000021288,Klc1,Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=2,4,2,4,573,90.2,50.0,127.8,115.4,95.4,99.7,103.9,72.4,95.1,78.3,37.2,30.0,74.9,45.3,50.2,45.9,47.2,41.8,35.8,49.7,277.881253520402,264.51191243018,272.052089512681,286.187137348912,371.251298340475,559.46698585982,428.440285686487,543.314168368539,523.937619271991,351.093083312091,572.767091179007,352.619474728645,557.31098093781,544.640491668538
ENSG00000130956,Q5JVS0,HABP4,ENSMUSG00000021476,Habp4,Intracellular hyaluronan-binding protein 4 OS=Homo sapiens OX=9606 GN=HABP4 PE=1 SV=1,8,3,7,413,18.8,15.6,26.4,22.1,21.1,21.0,21.5,19.7,14.7,13.5,37.1,34.2,59.3,43.6,56.4,41.5,44.5,41.2,33.0,58.0,1870.69954240001,1773.28360515449,1586.27017315561,1957.83663835174,1502.26339635502,1477.60321312702,1629.23411586364,1594.90285425967,1677.3935527168,1361.76618712322,1505.01717195966,1375.53952575064,1736.86783697831,1579.25271835443
ENSG00000131373,Q9UJ83,HACL1,ENSMUSG00000021884,Hacl1,2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens OX=9606 GN=HACL1 PE=1 SV=2,7,3,25,578,297.2,166.9,285.3,244.0,259.0,274.5,292.1,212.9,222.6,227.7,223.1,211.9,277.8,253.7,254.8,260.5,192.2,184.1,180.0,309.6,7782.62260468025,8587.97181907154,5730.94261488672,7216.38457490138,6574.38574530645,6898.31781771376,5766.09140933297,7184.86573217252,5031.55203262339,5815.84587409693,2995.94234055821,6532.66061167272,4106.09707332486,6387.91679597807
ENSG00000131730,P17540,CKMT2,ENSMUSG00000021622,Ckmt2,"Creatine kinase S-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT2 PE=1 SV=2",9,3,8,419,33.6,24.0,42.1,41.7,35.7,53.0,39.9,92.9,33.2,87.5,33.5,37.9,45.1,44.8,68.7,39.4,858.4,98.4,58.8,148.5,0.0,3521.77284149803,565.879980931378,2.07357832340408,0.0,0.0,0.0,0.0,3.03095340286604,0.0,0.0,1.19221791467845,0.0,0.0
ENSG00000131844,Q9HCC0,MCCC2,ENSMUSG00000021646,Mccc2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens OX=9606 GN=MCCC2 PE=1 SV=1",10,4,13,563,130.1,75.7,119.6,135.1,121.7,119.4,128.4,117.3,129.3,109.2,88.6,83.7,99.8,98.1,102.4,99.3,65.0,77.7,78.1,107.5,1169.0638453734,1158.64248588466,938.897238156399,1134.508796376,1594.7306642865,1021.02589176736,1246.61097062612,1023.61340120937,1213.47454795743,1488.95748889222,1011.28117309126,1663.62170378728,1079.82858928393,1316.95729263642
ENSG00000132842,O00203,AP3B1,ENSMUSG00000021686,Ap3b1,AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3,4,4,9,1094,135.7,90.0,150.5,163.6,148.4,170.1,135.8,138.3,127.1,156.7,76.7,72.7,109.9,87.2,85.7,98.9,153.1,96.3,71.0,130.7,795.220617079902,822.708621521669,702.910319928894,1004.71217828865,756.497366129777,550.508385076391,658.214436284898,618.130501494392,597.397648487015,794.061119967415,632.978327167427,692.856684776991,595.886953942374,749.456500883328
ENSG00000135040,Q5VZE5,NAA35,ENSMUSG00000021555,Naa35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA35 PE=1 SV=1",3,2,11,725,33.0,19.4,41.9,39.2,33.3,36.9,36.2,25.4,29.5,31.0,20.9,19.4,41.2,21.3,34.0,31.7,23.8,28.5,19.2,32.5,406.165484147988,420.120406656765,299.326675065978,476.207261967716,762.994005614071,567.783687329332,573.997480180646,510.963891412713,564.559135677928,499.456218681649,656.104215857412,667.675186306727,553.70500847672,578.287142579581
ENSG00000138279,P20073,ANXA7,ENSMUSG00000021814,Anxa7,Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,13,6,23,488,18.0,11.1,13.7,18.1,18.4,20.9,18.9,13.9,23.5,19.0,47.1,44.6,54.3,32.0,43.1,47.4,30.9,41.0,35.6,61.8,1399.2126548118,1519.66242952853,1475.08879070787,1225.85884565871,1692.31919272938,1591.36036138156,1779.04797888766,1629.52051733477,1635.18934331719,1494.00813457881,1188.40744893303,1360.96395673615,1322.98611089165,1288.01368235469
ENSG00000044574,P11021,HSPA5,ENSMUSG00000026864,Hspa5,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,19,11,114,654,309.8,225.2,283.3,420.4,278.8,334.1,319.6,273.9,265.1,255.1,258.0,207.0,421.5,283.7,273.8,315.1,173.1,231.3,209.0,321.8,17757.0482374832,12953.0447564417,10739.698866883,12782.6680687446,8086.38759038056,8530.11308182491,12117.630574254,7866.85461955486,10280.2319850101,9156.85277257329,8433.51209720734,12657.1348368218,11032.3669179689,7082.60588286942
ENSG00000061676,Q9Y2A7,NCKAP1,ENSMUSG00000027002,Nckap1,Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1,1,2,6,1128,35.3,31.9,65.2,89.9,31.0,52.3,34.2,45.7,58.5,81.2,36.0,27.8,66.8,67.2,48.9,53.2,41.3,96.0,28.8,70.9,2911.52747341648,2732.15119615223,2947.59906773561,2188.46526325797,1503.09959735806,1241.57575693385,1519.32462987292,1468.67443667112,1401.21964780296,1879.23819654926,1837.84993591864,1693.69947941395,1622.96771656424,1666.8160093728
ENSG00000073734,O95342,ABCB11,ENSMUSG00000027048,Abcb11,Bile salt export pump OS=Homo sapiens OX=9606 GN=ABCB11 PE=1 SV=2,4,5,14,1321,301.5,151.8,243.9,347.3,269.3,346.7,299.0,243.1,174.8,245.5,62.9,76.9,105.8,94.4,97.8,86.5,73.0,73.3,45.4,97.2,9339.94188987032,10804.6916271428,7420.45342052654,13264.9766643839,14181.302088098,12240.290211332,13651.9816627562,14016.5236940248,11792.2333651249,16489.489080313,16700.1757916202,19042.2724821845,13896.4930962945,16729.7458046384
ENSG00000095261,Q16401,PSMD5,ENSMUSG00000026869,Psmd5,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3,7,3,8,504,56.0,33.4,47.0,62.8,44.4,64.0,58.9,50.0,58.4,48.7,18.3,21.1,23.7,18.5,20.4,21.8,14.9,17.5,18.7,29.1,757.178344171665,646.354321836988,619.313198454848,623.150209979797,402.799383078166,412.004311520313,492.530144954016,452.294926043356,495.723687168154,414.526951515581,352.162929659889,497.914322975903,379.057296406549,541.275515673748
ENSG00000095321,P43155,CRAT,ENSMUSG00000026853,Crat,Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5,3,2,3,626,37.4,16.8,19.6,29.6,39.8,39.9,34.9,30.9,31.2,37.5,35.9,40.8,47.9,46.9,49.6,49.9,47.8,42.1,40.6,58.3,1500.92998177706,3266.82241826435,1837.03138581428,1207.08997638908,689.977327173692,1248.1217048691,840.742150035005,1253.41879894446,1249.25353120184,551.336468340233,867.752467007709,915.320772788985,912.592921451529,953.257333426726
ENSG00000101323,Q9UJM8,HAO1,ENSMUSG00000027261,Hao1,2-Hydroxyacid oxidase 1 OS=Homo sapiens OX=9606 GN=HAO1 PE=1 SV=1,14,3,4,370,,,,,,,,,,,76.3,48.8,133.7,68.6,90.8,69.5,60.4,73.7,65.2,97.7,2885.69708759709,3124.00587868767,2795.03481554948,3173.51767579068,2716.40216442317,1532.40058362559,1937.38778237381,1858.0149461904,1953.53483967629,3061.93701446041,2308.75223394192,3804.34743312291,2075.12551044451,1957.79735066464
ENSG00000103966,Q9H223,EHD4,ENSMUSG00000027293,Ehd4,EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1,6,3,5,541,14.8,13.3,17.2,22.7,11.2,21.7,16.9,15.7,13.1,16.4,11.5,8.9,11.4,10.1,11.6,11.2,7.8,9.7,9.7,11.7,234.560513925195,331.28682415181,443.012046151899,186.339843391119,148.086614068372,91.6853605065131,100.050997370611,97.3874082268988,97.1909660384381,107.639240469588,196.211569041349,126.960718308304,150.496993708247,113.564559249301
ENSG00000107164,Q96I24,FUBP3,ENSMUSG00000026843,Fubp3,Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,6,4,12,572,118.6,75.7,127.8,134.4,115.7,129.1,114.5,109.9,113.2,103.6,131.9,119.7,204.5,161.7,154.0,148.6,118.7,132.8,107.9,175.7,334.3647011082,339.534599595195,382.719512789177,302.46708803174,370.23408354858,413.312784789685,338.002396373149,347.721263410766,353.758173200701,453.803942869754,435.674676316911,414.444252727829,299.140118429883,420.336192533023
ENSG00000109919,Q9Y6C9,MTCH2,ENSMUSG00000027282,Mtch2,Mitochondrial carrier homolog 2 OS=Homo sapiens OX=9606 GN=MTCH2 PE=1 SV=1,8,2,3,303,,,,,,,,,,,113.3,120.9,178.3,148.3,121.3,125.2,82.2,105.5,57.7,139.7,1969.91802832198,2323.12520225911,1795.94590811967,2398.07690344053,4485.0223782739,2904.78968209969,3468.42972823856,3037.26400373419,3361.69072950574,4912.13687267029,5482.68963552091,5314.34375596341,3847.39962865943,4287.42629577387
ENSG00000110429,Q9UK99,FBXO3,ENSMUSG00000027180,Fbxo3,F-box only protein 3 OS=Homo sapiens OX=9606 GN=FBXO3 PE=1 SV=3,11,3,6,471,16.9,13.3,15.9,21.3,13.8,21.4,19.1,10.7,18.6,18.6,21.0,18.3,31.1,23.4,27.8,25.3,19.8,19.2,14.9,34.4,2747.16049460651,2887.16127927176,2442.27592750118,2040.17079810037,2299.42957413383,1814.25429986111,1910.55311132957,1978.76944131655,2056.24454796714,2048.8919315369,1374.73174634412,1872.91238169574,1550.79302940435,2023.42140459215
ENSG00000115159,P43304,GPD2,ENSMUSG00000026827,Gpd2,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3",12,9,21,727,223.6,171.3,93.3,115.8,108.5,173.6,117.7,160.6,87.8,166.3,100.9,93.1,89.4,108.2,78.4,93.0,68.3,96.2,46.0,126.0,987.082089120025,1127.6164474066,786.173998824787,565.081803515868,436.813442331569,690.163939223223,722.222833930337,768.193130959917,702.874229427897,465.256114733696,1284.46245247534,870.824701062259,1059.87823505972,848.879484657357
ENSG00000115233,O00487,PSMD14,ENSMUSG00000026914,Psmd14,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,14,3,9,310,47.0,25.6,62.8,44.5,42.3,59.7,58.9,42.0,44.3,45.8,92.1,90.0,119.2,93.1,99.0,105.5,78.7,97.1,73.1,118.5,1061.45519693891,1077.42098903512,1006.61980653055,812.527643006137,895.418736997195,565.484132930667,956.446803033079,561.312487215685,993.227056494019,1238.61344239412,960.737030236204,1363.60008650282,895.372741008654,890.722376982443
ENSG00000115840,O75746,SLC25A12,ENSMUSG00000027010,Slc25a12,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A12 PE=1 SV=2",9,6,21,678,113.7,78.3,69.7,181.6,67.0,108.0,116.4,115.4,67.6,123.5,35.2,38.4,73.9,56.7,55.6,53.6,108.4,51.8,35.2,70.6,613.946011738036,1536.53264852084,722.040760338341,368.333202188167,335.504030993045,223.869062280773,242.519017684923,156.13933089535,231.092185552226,287.586523290278,193.259599227512,251.10725170268,228.233503729025,265.880315052334
ENSG00000119396,P61106,RAB14,ENSMUSG00000026878,Rab14,Ras-related protein Rab-14 OS=Homo sapiens OX=9606 GN=RAB14 PE=1 SV=4,21,4,10,215,81.8,36.7,61.2,98.2,62.8,77.1,73.7,51.1,56.8,65.0,37.0,41.4,72.3,57.8,51.3,60.9,33.7,43.5,40.7,66.7,3001.8191229322,3321.97134495464,3203.22740394835,3239.84333141882,3071.54580842766,2745.67761399773,2634.51759099873,3157.36195460677,2474.39887456294,2736.92311897951,4368.51685093966,2978.15615373622,2814.61377239594,2759.03305494948
ENSG00000260314,P22897,MRC1,ENSMUSG00000026712,Mrc1,Macrophage mannose receptor 1 OS=Homo sapiens OX=9606 GN=MRC1 PE=1 SV=1,1,2,4,1456,55.2,31.1,52.2,59.5,52.7,67.3,55.0,39.5,48.6,50.0,33.0,32.1,47.2,29.8,35.7,50.2,29.0,27.8,23.5,44.5,669.470890257935,724.872896855613,441.943837192463,709.084692272978,846.766701962622,479.714915862649,833.589560906846,670.710650513517,507.767431044928,691.584074972537,841.202286908295,616.218770135729,483.08148382389,356.143470625091
ENSG00000090861,P49588,AARS1,ENSMUSG00000031960,Aars,"Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",11,8,28,968,188.9,122.5,304.9,278.7,236.6,244.8,223.2,189.8,227.1,224.8,218.8,176.9,297.8,255.4,263.6,249.7,210.3,212.8,190.6,270.3,5873.29226835003,3776.95445614491,4304.77769994839,4266.41671471363,1811.16236257739,2430.72540688382,2648.3741165497,2332.32997586993,2880.42433636972,2956.122614426,4285.73700524727,3519.55584433799,3459.23408070828,2833.86799524662
ENSG00000091651,Q9Y5N6,ORC6,ENSMUSG00000031697,Orc6,Origin recognition complex subunit 6 OS=Homo sapiens OX=9606 GN=ORC6 PE=1 SV=1,6,2,3,252,,,,,,,,,,,18.9,15.1,26.7,22.5,17.1,24.4,21.6,18.0,10.6,27.5,95.9573074492535,77.9918850162038,78.1101935272761,106.275420086618,111.943544314481,103.716017275366,85.4161663346576,112.10554519215,108.394135776126,90.5701061874295,103.790330310371,100.923157895022,105.564851819014,110.083005687083
