Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Ratios: (NASA FLT) / (Pool),Ratios: (Ba Pool) / (Pool),Ratios: (FLT Pool) / (Pool),Ratio Standard Errors [%]: (NASA FLT) / (Pool),Ratio Standard Errors [%]: (Ba Pool) / (Pool),Ratio Standard Errors [%]: (FLT Pool) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
False,IsMasterProtein,B2RXW8,Ppfia1 protein OS=Mus musculus GN=Ppfia1 PE=1 SV=1,13.8597904915391,18,21,15,1,1241,140.049,6.14,1.06,0.92,0.99,34.36,17.16,28.64,,18,0,0.0,Green,25.7341477337469
False,IsMasterProtein,P09803,Cadherin-1 OS=Mus musculus GN=Cdh1 PE=1 SV=1,14.5927601809955,11,15,11,1,884,98.195,4.83,1.31,1.1,1.01,45.76,35.87,43.44,,11,0,0.0,Green,25.7239334900977
False,IsMasterProteinCandidate,Q7TMH5,Mrpl13 protein (Fragment) OS=Mus musculus GN=Mrpl13 PE=2 SV=1,42.8571428571429,7,21,7,1,175,20.359,9.35,0.88,0.83,1.0,30.5,15.77,14.73,,7,0,0.0,Green,25.7062607553282
False,IsMasterProtein,Q9D1P0,"39S ribosomal protein L13, mitochondrial OS=Mus musculus GN=Mrpl13 PE=1 SV=1",42.1348314606742,7,21,7,1,178,20.664,9.35,0.88,0.83,1.0,30.5,15.77,14.73,,7,0,0.0,Green,25.7062607553282
False,IsMasterProtein,Q8R151,NFX1-type zinc finger-containing protein 1 OS=Mus musculus GN=Znfx1 PE=1 SV=3,10.1100052383447,17,22,17,1,1909,218.687,7.47,0.92,0.87,0.74,35.71,19.84,9.77,,17,0,0.0,Green,25.7042361992494
False,IsMasterProtein,Q3TQY2,Putative uncharacterized protein OS=Mus musculus GN=Dctn4 PE=2 SV=1,26.304347826087,9,12,9,1,460,52.209,7.69,1.13,0.94,1.05,23.21,5.38,7.87,,9,0,0.0,Green,25.6984646375911
False,IsMasterProtein,Q99M01,"Phenylalanine--tRNA ligase, mitochondrial OS=Mus musculus GN=Fars2 PE=1 SV=1",25.9423503325942,11,17,11,1,451,52.303,7.17,0.94,0.73,0.93,28.06,28.31,17.9,,11,0,0.0,Green,25.6612987575666
False,IsMasterProtein,Q9D0T1,NHP2-like protein 1 OS=Mus musculus GN=Nhp2l1 PE=1 SV=4,46.875,7,10,7,1,128,14.165,8.46,1.14,0.99,1.14,26.1,6.74,7.68,,7,0,0.0,Green,25.6601809350507
False,IsMasterProtein,Q9D287,Pre-mRNA-splicing factor SPF27 OS=Mus musculus GN=Bcas2 PE=1 SV=1,39.5555555555556,6,6,6,1,225,26.115,5.66,1.02,0.83,0.99,19.91,10.98,20.57,,6,0,0.0,Green,25.6441804020343
False,IsMasterProtein,Q543F6,"Cyclin-dependent kinase 5, isoform CRA_c OS=Mus musculus GN=Cdk5 PE=2 SV=1",33.5616438356164,10,13,10,1,292,33.267,7.66,1.0,1.12,1.11,22.77,41.66,19.48,,10,0,0.0,Green,25.6292599266201
False,IsMasterProteinCandidate,Q9Z0J0,Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=1 SV=1,55.0335570469799,10,15,10,1,149,16.432,7.68,1.02,0.91,1.16,19.78,6.51,10.37,,10,0,0.0,Green,25.5844836323842
False,IsMasterProtein,Q3U3C2,Putative uncharacterized protein OS=Mus musculus GN=Npc2 PE=2 SV=1,55.0335570469799,10,15,10,1,149,16.462,7.68,1.02,0.91,1.16,19.78,6.51,10.37,,10,0,0.0,Green,25.5844836323842
False,IsMasterProteinCandidate,Q3U8F7,Putative uncharacterized protein OS=Mus musculus GN=Npc2 PE=2 SV=1,55.0335570469799,10,15,10,1,149,16.431,7.68,1.02,0.91,1.16,19.78,6.51,10.37,,10,0,0.0,Green,25.5844836323842
False,IsMasterProtein,Q8BGE6,Cysteine protease ATG4B OS=Mus musculus GN=Atg4b PE=1 SV=2,30.7888040712468,7,10,7,1,393,44.347,5.07,1.07,0.98,1.12,24.41,26.41,8.9,,7,0,0.0,Green,25.5539451674114
False,IsMasterProtein,Q8K2I3,Dimethylaniline monooxygenase [N-oxide-forming] 2 OS=Mus musculus GN=Fmo2 PE=1 SV=3,21.3084112149533,11,14,11,1,535,60.935,8.47,1.09,0.91,0.8,43.95,11.77,11.69,,11,0,0.0,Green,25.5428431881636
False,IsMasterProtein,P62331,ADP-ribosylation factor 6 OS=Mus musculus GN=Arf6 PE=1 SV=2,53.1428571428571,7,12,6,1,175,20.069,8.95,1.07,0.94,0.98,31.11,17.47,25.16,,7,0,0.0,Green,25.5313924846865
False,IsMasterProteinCandidate,Q6PGB6,N-alpha-acetyltransferase 50 OS=Mus musculus GN=Naa50 PE=1 SV=1,52.0710059171598,9,11,9,1,169,19.402,8.81,1.06,0.99,1.18,30.89,13.86,25.17,,9,0,0.0,Green,25.5117723228057
False,IsMasterProtein,Q6PGB6-4,Isoform 4 of N-alpha-acetyltransferase 50 OS=Mus musculus GN=Naa50,50.2857142857143,9,11,9,1,175,20.031,8.4,1.06,0.99,1.18,30.89,13.86,25.17,,9,0,0.0,Green,25.5117723228057
False,IsMasterProteinCandidate,Q6PGB6-2,Isoform 2 of N-alpha-acetyltransferase 50 OS=Mus musculus GN=Naa50,52.3809523809524,9,11,9,1,168,19.315,8.81,1.06,0.99,1.18,30.89,13.86,25.17,,9,0,0.0,Green,25.5117723228057
False,IsMasterProtein,Q91VW5,Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2,14.2091152815013,29,35,26,1,2238,257.406,5.36,1.06,0.98,1.09,27.38,31.55,22.08,,29,0,0.0,Green,25.497688333858
False,IsMasterProtein,Q14B21,Mitochondrial ribosomal protein L9 OS=Mus musculus GN=Mrpl9 PE=2 SV=1,36.2264150943396,9,12,9,1,265,30.225,10.08,1.02,0.8,1.05,19.02,14.56,27.61,,9,0,0.0,Green,25.487401066174
False,IsMasterProtein,Q8K2Y7,"39S ribosomal protein L47, mitochondrial OS=Mus musculus GN=Mrpl47 PE=1 SV=2",32.9365079365079,10,14,10,1,252,29.707,10.21,0.99,0.74,1.02,28.32,20.22,26.09,,10,0,0.0,Green,25.4333317965527
False,IsMasterProtein,Q91YX5,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Mus musculus GN=Lpgat1 PE=1 SV=1,26.2162162162162,8,10,8,1,370,43.06,8.79,1.27,0.85,0.78,42.56,19.42,31.01,,8,0,0.0,Green,25.4243539618912
False,IsMasterProtein,O08997,Copper transport protein ATOX1 OS=Mus musculus GN=Atox1 PE=1 SV=1,91.1764705882353,6,17,6,1,68,7.334,6.51,1.0,0.78,1.08,33.73,27.56,17.52,,6,0,0.0,Green,25.4065940187238
False,IsMasterProtein,Q6P8I4,PEST proteolytic signal-containing nuclear protein OS=Mus musculus GN=Pcnp PE=1 SV=1,46.0674157303371,7,11,7,1,178,18.951,7.49,1.06,0.96,1.17,23.46,11.5,27.88,,7,0,0.0,Green,25.346128266422
False,IsMasterProtein,O70591,Prefoldin subunit 2 OS=Mus musculus GN=Pfdn2 PE=1 SV=2,57.7922077922078,8,10,8,1,154,16.524,6.58,1.0,0.89,0.89,36.38,35.66,16.44,,8,0,0.0,Green,25.3263938368891
False,IsMasterProtein,Q0PD35,"RAB21, member RAS oncogene family OS=Mus musculus GN=Rab21 PE=2 SV=1",48.1981981981982,10,17,10,1,222,24.091,7.94,1.08,0.91,0.76,34.18,17.24,20.98,,10,0,0.0,Green,25.3257518341944
False,IsMasterProtein,Q8VEK0,Cell cycle control protein 50A OS=Mus musculus GN=Tmem30a PE=1 SV=1,21.978021978022,8,13,8,1,364,41.035,8.37,1.13,1.15,0.98,36.3,7.92,11.96,,8,0,0.0,Green,25.3094958529719
False,IsMasterProtein,Q922F4,Tubulin beta-6 chain OS=Mus musculus GN=Tubb6 PE=1 SV=1,31.5436241610738,9,11,9,1,447,50.058,4.89,1.45,1.14,1.61,43.98,36.1,24.13,,9,0,0.0,Green,25.2995863231521
False,IsMasterProtein,Q8K1N2-2,Isoform 2 of Pleckstrin homology-like domain family B member 2 OS=Mus musculus GN=Phldb2,16.1290322580645,17,20,16,1,1302,147.308,7.8,0.96,0.8,1.09,27.97,35.75,27.72,,17,0,0.0,Green,25.2971621750833
False,IsMasterProteinCandidate,Q8K1N2,Pleckstrin homology-like domain family B member 2 OS=Mus musculus GN=Phldb2 PE=1 SV=2,16.8134507606085,17,20,16,1,1249,141.398,7.68,0.96,0.8,1.09,27.97,35.75,27.72,,17,0,0.0,Green,25.2971621750833
False,IsMasterProteinCandidate,Q8CI75,DIS3-like exonuclease 2 OS=Mus musculus GN=Dis3l2 PE=1 SV=1,13.3333333333333,10,11,10,1,870,97.713,5.9,1.09,0.95,1.06,29.24,4.81,11.73,,10,0,0.0,Green,25.2933709030874
False,IsMasterProtein,Q8CI75-2,Isoform 2 of DIS3-like exonuclease 2 OS=Mus musculus GN=Dis3l2,13.1221719457014,10,11,10,1,884,99.158,5.96,1.09,0.95,1.06,29.24,4.81,11.73,,10,0,0.0,Green,25.2933709030874
False,IsMasterProtein,Q3UFY8,Mitochondrial ribonuclease P protein 1 OS=Mus musculus GN=Trmt10c PE=1 SV=2,35.024154589372,11,16,10,1,414,48.355,9.38,1.06,0.8,1.08,38.05,16.18,17.28,,11,0,0.0,Green,25.2893682810103
False,IsMasterProtein,P05063,Fructose-bisphosphate aldolase C OS=Mus musculus GN=Aldoc PE=1 SV=4,34.435261707989,12,15,12,1,363,39.37,7.12,1.03,0.92,1.02,27.86,8.7,24.59,,12,0,0.0,Green,25.2388795174715
False,IsMasterProtein,E9PZJ8,Activating signal cointegrator 1 complex subunit 3 OS=Mus musculus GN=Ascc3 PE=1 SV=1,8.96269335759782,19,24,19,1,2198,250.398,7.02,1.02,0.88,1.0,27.5,17.4,17.01,,19,0,0.0,Green,25.2284121811644
False,IsMasterProtein,Q8C2D7,Putative uncharacterized protein OS=Mus musculus GN=Prmt1 PE=2 SV=1,32.0699708454811,9,10,9,1,343,39.537,5.59,0.95,0.82,0.99,38.21,28.87,23.2,,9,0,0.0,Green,25.1933698442126
False,IsMasterProtein,P14115,60S ribosomal protein L27a OS=Mus musculus GN=Rpl27a PE=1 SV=5,60.1351351351351,12,22,12,1,148,16.595,11.12,1.1,0.91,1.05,25.51,9.46,8.77,,12,0,0.0,Green,25.1898095053043
False,IsMasterProtein,Q8BZ09,Mitochondrial 2-oxodicarboxylate carrier OS=Mus musculus GN=Slc25a21 PE=1 SV=1,28.8590604026846,8,9,8,1,298,33.207,9.72,1.21,1.02,1.03,36.39,5.13,15.72,,8,0,0.0,Green,25.1816992578726
False,IsMasterProtein,B1AUN2,MCG14442 OS=Mus musculus GN=Eif2b3 PE=1 SV=1,31.858407079646,9,11,9,1,452,50.456,6.74,1.1,0.96,1.17,32.27,20.48,23.69,,9,0,0.0,Green,25.1783397529857
False,IsMasterProteinCandidate,Q8R2Y0-2,Isoform 2 of Monoacylglycerol lipase ABHD6 OS=Mus musculus GN=Abhd6,35.9861591695502,8,9,8,1,289,32.767,8.34,1.2,0.91,0.68,37.65,28.48,21.34,,8,0,0.0,Green,25.1678245582742
False,IsMasterProtein,Q8R2Y0,Monoacylglycerol lipase ABHD6 OS=Mus musculus GN=Abhd6 PE=1 SV=1,30.952380952381,8,9,8,1,336,38.18,8.47,1.2,0.91,0.68,37.65,28.48,21.34,,8,0,0.0,Green,25.1678245582742
False,IsMasterProtein,Q9DC13,"Lysosomal membrane glycoprotein 1, isoform CRA_a OS=Mus musculus GN=Lamp1 PE=2 SV=1",11.7936117936118,4,11,4,1,407,43.908,8.4,1.07,1.04,0.84,33.32,19.46,32.03,,4,0,0.0,Green,25.1673030985011
False,IsMasterProteinCandidate,P11438,Lysosome-associated membrane glycoprotein 1 OS=Mus musculus GN=Lamp1 PE=1 SV=2,11.8226600985222,4,11,4,1,406,43.837,8.4,1.07,1.04,0.84,33.32,19.46,32.03,,4,0,0.0,Green,25.1673030985011
False,IsMasterProteinCandidate,Q8VH34,LAMP-1 OS=Mus musculus GN=Lamp1 PE=2 SV=1,11.8226600985222,4,11,4,1,406,43.851,8.4,1.07,1.04,0.84,33.32,19.46,32.03,,4,0,0.0,Green,25.1673030985011
False,IsMasterProteinCandidate,Q3TX84,Putative uncharacterized protein OS=Mus musculus GN=Lamp1 PE=2 SV=1,11.8226600985222,4,11,4,1,406,43.838,8.25,1.07,1.04,0.84,33.32,19.46,32.03,,4,0,0.0,Green,25.1673030985011
False,IsMasterProtein,Q8K1N1,Calcium-independent phospholipase A2-gamma OS=Mus musculus GN=Pnpla8 PE=1 SV=1,16.3659793814433,13,19,12,1,776,87.326,9.23,1.14,1.17,1.16,50.07,65.47,33.5,,13,0,0.0,Green,25.1640408119108
False,IsMasterProtein,Q61074,Protein phosphatase 1G OS=Mus musculus GN=Ppm1g PE=1 SV=3,23.9852398523985,11,13,11,1,542,58.691,4.39,0.93,0.77,1.0,38.85,27.35,39.12,,11,0,0.0,Green,25.1543581457974
False,IsMasterProtein,P13745,Glutathione S-transferase A1 OS=Mus musculus GN=Gsta1 PE=1 SV=2,29.1479820627803,9,17,9,1,223,25.592,8.98,0.85,0.8,0.76,29.9,21.44,7.23,,9,0,0.0,Green,25.1338816421932
False,IsMasterProtein,Q9D706,RNA polymerase II-associated protein 3 OS=Mus musculus GN=Rpap3 PE=1 SV=1,20.1515151515152,12,14,10,1,660,74.05,7.99,0.97,0.8,0.99,34.09,33.56,19.78,,12,0,0.0,Green,25.1184374993632
False,IsMasterProtein,Q8K3K7,1-acyl-sn-glycerol-3-phosphate acyltransferase beta OS=Mus musculus GN=Agpat2 PE=1 SV=1,33.4532374100719,8,14,8,1,278,30.99,8.88,1.06,0.92,0.7,41.43,11.73,17.83,,8,0,0.0,Green,25.0849863308628
False,IsMasterProtein,Q9Z1F9,SUMO-activating enzyme subunit 2 OS=Mus musculus GN=Uba2 PE=1 SV=1,23.3542319749216,10,14,10,1,638,70.525,5.24,1.06,1.0,1.21,23.24,18.44,24.51,,10,0,0.0,Green,25.0841854909659
False,IsMasterProtein,Q9QZ25,Vascular non-inflammatory molecule 3 OS=Mus musculus GN=Vnn3 PE=1 SV=3,20.2,7,8,7,1,500,56.269,6.29,0.99,0.8,0.8,50.61,31.05,22.24,,7,0,0.0,Green,25.059934387701
False,IsMasterProtein,Q3V100,Mannose-6-phosphate isomerase OS=Mus musculus GN=Mpi PE=2 SV=1,31.6784869976359,9,13,9,1,423,46.545,5.95,0.94,0.95,1.03,37.94,42.38,33.31,,9,0,0.0,Green,25.0456991854221
False,IsMasterProtein,A2RS68,Small nuclear ribonucleoprotein 70 (U1) OS=Mus musculus GN=Snrnp70 PE=2 SV=1,15.8482142857143,8,10,8,1,448,51.961,9.94,0.96,0.83,1.05,21.49,9.51,7.21,,8,0,0.0,Green,25.0128797081073
False,IsMasterProteinCandidate,P68368,Tubulin alpha-4A chain OS=Mus musculus GN=Tuba4a PE=1 SV=1,29.0178571428571,8,24,8,1,448,49.892,5.06,1.04,0.92,1.07,29.63,34.24,19.46,,8,0,0.0,Green,25.0015992792934
False,IsMasterProtein,A0A0A0MQA5,Tubulin alpha-4A chain (Fragment) OS=Mus musculus GN=Tuba4a PE=1 SV=1,27.2536687631027,8,24,8,1,477,52.87,5.19,1.04,0.92,1.07,29.63,34.24,19.46,,8,0,0.0,Green,25.0015992792934
False,IsMasterProtein,P10493,Nidogen-1 OS=Mus musculus GN=Nid1 PE=1 SV=2,11.4859437751004,9,10,9,1,1245,136.45,5.44,0.86,0.97,1.0,38.26,20.6,27.2,,9,0,0.0,Green,24.9912473296803
False,IsMasterProtein,Q8N7N5,DDB1- and CUL4-associated factor 8 OS=Mus musculus GN=Dcaf8 PE=1 SV=1,16.4128595600677,8,9,8,1,591,65.991,5.87,0.93,0.87,1.15,32.92,11.72,19.47,,8,0,0.0,Green,24.9761742805455
False,IsMasterProtein,Q3UUI3,Acyl-coenzyme A thioesterase THEM4 OS=Mus musculus GN=Them4 PE=1 SV=1,31.7391304347826,9,12,8,1,230,26.015,9.64,1.09,0.88,0.9,24.12,11.84,12.48,,9,0,0.0,Green,24.9179717169333
False,IsMasterProtein,D3YVW2,Golgi integral membrane protein 4 OS=Mus musculus GN=Golim4 PE=1 SV=1,18.7408491947291,12,14,12,1,683,79.857,4.86,1.08,0.96,0.9,32.32,5.81,8.13,,12,0,0.0,Green,24.9056672941956
False,IsMasterProteinCandidate,Q4FJR3,Lactotransferrin OS=Mus musculus GN=Ltf PE=2 SV=1,22.6308345120226,11,12,11,1,707,77.816,8.56,1.1,0.81,1.18,27.64,9.67,13.07,,11,0,0.0,Green,24.8886637404447
False,IsMasterProteinCandidate,Q3TP24,Putative uncharacterized protein OS=Mus musculus GN=Ltf PE=2 SV=1,22.6308345120226,11,12,11,1,707,77.822,8.53,1.1,0.81,1.18,27.64,9.67,13.07,,11,0,0.0,Green,24.8886637404447
False,IsMasterProtein,P08071,Lactotransferrin OS=Mus musculus GN=Ltf PE=1 SV=4,22.6308345120226,11,12,11,1,707,77.788,8.53,1.1,0.81,1.18,27.64,9.67,13.07,,11,0,0.0,Green,24.8886637404447
False,IsMasterProtein,Q3UPA1,"Guanine nucleotide binding protein, alpha 11 OS=Mus musculus GN=Gna11 PE=2 SV=1",33.983286908078,12,14,12,1,359,41.997,5.97,0.96,0.85,0.9,29.58,17.33,14.73,,12,0,0.0,Green,24.8575444634334
False,IsMasterProtein,O35218,Cleavage and polyadenylation specificity factor subunit 2 OS=Mus musculus GN=Cpsf2 PE=1 SV=1,14.0664961636829,11,13,10,1,782,88.327,5.11,0.98,0.87,1.11,31.13,10.98,18.32,,11,0,0.0,Green,24.8481636099215
False,IsMasterProtein,P63328-2,Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus GN=Ppp3ca,20.5479452054795,9,14,9,1,511,57.578,6.3,1.01,0.82,1.32,44.58,11.93,40.04,,9,0,0.0,Green,24.8413146919999
False,IsMasterProteinCandidate,Q9QZS5-2,Isoform 2 of Serine/threonine-protein kinase Sgk2 OS=Mus musculus GN=Sgk2,28.698224852071,9,13,9,1,338,38.224,7.28,1.02,0.95,0.87,24.56,12.53,15.1,,9,0,0.0,Green,24.7959530367307
False,IsMasterProteinCandidate,Q3UW73,Putative uncharacterized protein OS=Mus musculus GN=Sgk2 PE=2 SV=1,26.9444444444444,9,13,9,1,360,40.911,7.47,1.02,0.95,0.87,24.56,12.53,15.1,,9,0,0.0,Green,24.7959530367307
False,IsMasterProtein,Q9QZS5,Serine/threonine-protein kinase Sgk2 OS=Mus musculus GN=Sgk2 PE=1 SV=1,26.4305177111717,9,13,9,1,367,41.333,6.47,1.02,0.95,0.87,24.56,12.53,15.1,,9,0,0.0,Green,24.7959530367307
False,IsMasterProtein,Q8K019,Bcl-2-associated transcription factor 1 OS=Mus musculus GN=Bclaf1 PE=1 SV=2,14.0369967355822,11,13,11,1,919,105.939,9.99,0.87,0.74,0.99,36.38,25.4,28.45,,11,0,0.0,Green,24.7786453879975
False,IsMasterProtein,P52503,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Mus musculus GN=Ndufs6 PE=1 SV=2",62.0689655172414,6,14,6,1,116,13.012,8.65,1.16,0.99,1.16,33.44,21.18,26.24,,6,0,0.0,Green,24.7556370291453
False,IsMasterProtein,Q8CFI7,DNA-directed RNA polymerase II subunit RPB2 OS=Mus musculus GN=Polr2b PE=1 SV=2,13.0323679727428,13,14,12,1,1174,133.825,6.87,0.88,0.92,0.93,40.15,44.65,39.4,,13,0,0.0,Green,24.7468795922958
False,IsMasterProtein,Q8BJZ4,"28S ribosomal protein S35, mitochondrial OS=Mus musculus GN=Mrps35 PE=1 SV=2",55.3125,14,17,14,1,320,35.953,8.59,1.14,0.86,1.06,31.6,29.01,8.56,,14,0,0.0,Green,24.7397635369883
False,IsMasterProtein,Q8VHK9,ATP-dependent RNA helicase DHX36 OS=Mus musculus GN=Dhx36 PE=1 SV=2,21.2787212787213,14,15,14,1,1001,113.812,8.29,1.14,0.76,0.59,50.25,22.39,34.39,,14,0,0.0,Green,24.7149339021809
False,IsMasterProtein,Q03734,Serine protease inhibitor A3M OS=Mus musculus GN=Serpina3m PE=1 SV=2,25.8373205741627,8,8,8,1,418,47.034,6.1,0.92,0.84,0.84,33.14,21.97,13.73,,8,0,0.0,Green,24.7115656582785
False,IsMasterProtein,Q923D5,WW domain-binding protein 11 OS=Mus musculus GN=Wbp11 PE=1 SV=2,25.585023400936,12,17,12,1,641,69.831,8.4,0.99,0.91,1.07,32.24,17.05,23.41,,12,0,0.0,Green,24.7040081971233
False,IsMasterProtein,Q8K1E0,Syntaxin-5 OS=Mus musculus GN=Stx5 PE=1 SV=3,31.830985915493,10,13,10,1,355,39.689,8.92,1.13,0.88,0.97,32.69,17.39,10.79,,10,0,0.0,Green,24.6886248069859
False,IsMasterProteinCandidate,A2AJH3,Glycylpeptide N-tetradecanoyltransferase OS=Mus musculus GN=Nmt2 PE=1 SV=1,26.5060240963855,11,14,11,1,498,56.948,8.16,1.06,0.92,1.12,19.64,4.64,11.98,,11,0,0.0,Green,24.683861723237
False,IsMasterProtein,O70311,Glycylpeptide N-tetradecanoyltransferase 2 OS=Mus musculus GN=Nmt2 PE=1 SV=1,24.952741020794,11,14,11,1,529,60.446,7.8,1.06,0.92,1.12,19.64,4.64,11.98,,11,0,0.0,Green,24.683861723237
False,IsMasterProtein,Q8R2Y8,"Peptidyl-tRNA hydrolase 2, mitochondrial OS=Mus musculus GN=Ptrh2 PE=1 SV=1",49.171270718232,7,9,7,1,181,19.514,7.42,1.12,0.87,1.05,57.68,17.94,45.5,,7,0,0.0,Green,24.6753359497346
False,IsMasterProtein,Q69ZU4,MKIAA0969 protein (Fragment) OS=Mus musculus GN=Plekha6 PE=2 SV=1,17.1790235081374,18,22,18,1,1106,123.436,9.06,0.97,0.73,0.89,26.0,12.16,21.12,,18,0,0.0,Green,24.6603915648921
False,IsMasterProtein,P53798,Squalene synthase OS=Mus musculus GN=Fdft1 PE=1 SV=2,29.5673076923077,9,12,9,1,416,48.123,6.32,1.36,1.0,0.88,44.89,23.07,10.76,,9,0,0.0,Green,24.6597334465836
False,IsMasterProteinCandidate,Q3TS40,Putative uncharacterized protein OS=Mus musculus GN=Fdft1 PE=2 SV=1,29.5673076923077,9,12,9,1,416,48.113,6.32,1.36,1.0,0.88,44.89,23.07,10.76,,9,0,0.0,Green,24.6597334465836
False,IsMasterProtein,Q8VC19,"5-aminolevulinate synthase, nonspecific, mitochondrial OS=Mus musculus GN=Alas1 PE=1 SV=2",24.2990654205607,11,12,11,1,642,70.972,8.53,1.11,0.86,1.15,40.93,39.49,21.71,,11,0,0.0,Green,24.6223653699167
False,IsMasterProtein,P45377,Aldose reductase-related protein 2 OS=Mus musculus GN=Akr1b8 PE=1 SV=2,43.6708860759494,12,15,11,1,316,36.098,6.37,0.83,1.06,0.69,28.56,20.84,50.09,,12,0,0.0,Green,24.5894761068649
False,IsMasterProtein,P55292,Desmocollin-2 OS=Mus musculus GN=Dsc2 PE=1 SV=1,20.6208425720621,14,20,14,1,902,99.899,4.94,1.38,0.87,1.51,91.99,26.29,109.43,,14,0,0.0,Green,24.5708232636594
False,IsMasterProtein,Q64261,Cyclin-dependent kinase 6 OS=Mus musculus GN=Cdk6 PE=1 SV=2,37.4233128834356,12,15,12,1,326,37.005,6.62,1.01,0.86,0.92,30.42,21.36,16.43,,12,0,0.0,Green,24.5608708952058
False,IsMasterProtein,B1AQF4,Dual-specificity protein phosphatase 3 OS=Mus musculus GN=Dusp3 PE=1 SV=1,46.6666666666667,6,9,6,1,210,23.209,7.31,1.16,0.94,1.08,18.8,1.53,6.63,,6,0,0.0,Green,24.5549631699034
False,IsMasterProteinCandidate,Q9D7X3,Dual specificity protein phosphatase 3 OS=Mus musculus GN=Dusp3 PE=1 SV=1,52.972972972973,6,9,6,1,185,20.459,6.54,1.16,0.94,1.08,18.8,1.53,6.63,,6,0,0.0,Green,24.5549631699034
False,IsMasterProtein,P10922,Histone H1.0 OS=Mus musculus GN=H1f0 PE=2 SV=4,27.319587628866,8,18,8,1,194,20.848,10.9,1.2,0.99,0.82,45.86,7.55,13.37,,8,0,0.0,Green,24.5181279914124
False,IsMasterProtein,Q9CQM8,60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=1 SV=1,50.0,11,24,11,1,160,18.567,10.49,1.13,0.88,0.95,42.06,26.76,46.73,,11,0,0.0,Green,24.5129475057852
False,IsMasterProteinCandidate,B9EJ54,"MCG21756, isoform CRA_b OS=Mus musculus GN=Nup205 PE=1 SV=1",11.0059760956175,19,22,19,1,2008,227.321,6.34,1.19,0.92,1.26,31.8,21.56,20.66,,19,0,0.0,Green,24.5089900655029
False,IsMasterProtein,Q6ZQG1,"MCG21756, isoform CRA_a (Fragment) OS=Mus musculus GN=Nup205 PE=2 SV=1",10.6918238993711,19,22,19,1,2067,233.666,6.6,1.19,0.92,1.26,31.8,21.56,20.66,,19,0,0.0,Green,24.5089900655029
False,IsMasterProtein,Q4FK28,Ada protein OS=Mus musculus GN=Ada PE=2 SV=1,32.6704545454545,11,16,10,1,352,39.966,5.72,1.13,0.96,1.02,37.75,22.89,38.58,,11,0,0.0,Green,24.4843448957775
False,IsMasterProtein,Q3TIV5,Zinc finger CCCH domain-containing protein 15 OS=Mus musculus GN=Zc3h15 PE=1 SV=2,30.5164319248826,11,16,11,1,426,48.297,5.3,1.27,1.1,1.16,31.42,29.41,20.12,,11,0,0.0,Green,24.4764555603727
False,IsMasterProtein,Q3TVW1,"Spastic paraplegia 20, spartin (Troyer syndrome) homolog (Human), isoform CRA_b OS=Mus musculus GN=Spg20 PE=2 SV=1",21.4605067064083,11,15,11,1,671,72.61,5.86,1.03,0.97,1.12,28.76,14.55,5.03,,11,0,0.0,Green,24.4554121970444
False,IsMasterProtein,Q3UEI8,UDP-glucuronosyltransferase OS=Mus musculus GN=Ugt2b35 PE=2 SV=1,17.7693761814745,9,12,9,1,529,60.51,8.22,1.05,0.84,0.64,43.0,15.31,10.91,,9,0,0.0,Green,24.4037922752743
False,IsMasterProtein,Q3TIU4,"2',5'-phosphodiesterase 12 OS=Mus musculus GN=Pde12 PE=1 SV=2",15.1315789473684,6,7,6,1,608,67.471,6.92,0.85,0.82,0.84,26.17,9.19,16.52,,6,0,0.0,Green,24.3915484317491
False,IsMasterProtein,Q8BMJ3,"Eukaryotic translation initiation factor 1A, X-chromosomal OS=Mus musculus GN=Eif1ax PE=2 SV=3",54.1666666666667,11,15,10,1,144,16.45,5.24,1.19,0.91,1.13,55.34,13.76,14.17,,11,0,0.0,Green,24.3495967484534
False,IsMasterProteinCandidate,R4H4Y7,SCY1-like 1 splice variant 13 OS=Mus musculus GN=Scyl1 PE=2 SV=1,19.1381495564005,12,14,11,1,789,87.576,6.44,1.08,0.87,1.04,46.65,32.0,37.37,,12,0,0.0,Green,24.3361551062721
False,IsMasterProtein,Q9EQC5,N-terminal kinase-like protein OS=Mus musculus GN=Scyl1 PE=1 SV=1,18.7344913151365,12,14,11,1,806,89.104,6.44,1.08,0.87,1.04,46.65,32.0,37.37,,12,0,0.0,Green,24.3361551062721
False,IsMasterProtein,P70444,BH3-interacting domain death agonist OS=Mus musculus GN=Bid PE=1 SV=2,49.7435897435897,7,13,7,1,195,21.938,4.81,0.87,0.73,0.94,27.27,20.81,29.31,,7,0,0.0,Green,24.3216918953378
