human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,Description_prot,Coverage [%]_prot,# Peptides_prot,# PSMs_prot,# AAs_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_prot,Mmus8_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17_prot,RR1_GC_NASA_LVR_POOL_prot,RR1_GC_NASA+CASIS_LVR_POOL_prot,RR1_BA_CASIS_LVR_POOL_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21.1_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26.1_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep1_M16.1_prot,Mmus_C57-6J_LVR_VIV_C_Rep2_M17.1_prot,RR1_GC_NASA_LVR_POOL.1_prot,RR1_GC_NASA+CASIS_LVR_POOL.1_prot,RR1_BA_CASIS_LVR_POOL.1_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_rna,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_rna,Mmus_C57-6J_LVR_GC_C_Rep1_M36_rna,Mmus_C57-6J_LVR_GC_C_Rep2_M37_rna,Mmus_C57-6J_LVR_GC_C_Rep3_M38_rna,Mmus_C57-6J_LVR_GC_C_Rep4_M39_rna,Mmus_C57-6J_LVR_GC_C_Rep5_M40_rna,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_rna,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna
ENSG00000101247,Q5TEU4,NDUFAF5,ENSMUSG00000027384,Ndufaf5,"Arginine-hydroxylase NDUFAF5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAF5 PE=1 SV=1",3,1,1,345,48.1,34.8,29.4,35.4,23.0,34.6,36.5,29.7,13.9,28.6,,,,,,,,,,,114.093458301784,148.300622135422,111.967429779111,115.597103029661,168.020969462633,112.268149367767,147.70265480653,76.2907351219352,109.600975185352,138.570752598814,159.225349119495,161.405665310541,106.072242999849,121.63306979468
ENSG00000101310,Q15437,SEC23B,ENSMUSG00000027429,Sec23b,Protein transport protein Sec23B OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=2,12,7,23,767,60.3,39.7,74.0,80.0,63.2,73.1,67.7,51.8,51.4,55.0,23.1,19.5,29.3,23.5,26.2,30.4,30.7,22.8,19.9,31.5,1421.83893630787,689.951002281442,789.613992408502,979.323556378099,473.391282056922,417.482232301949,715.258992080318,531.445615296093,694.085267792821,617.273292120704,834.970696248774,986.649107166904,729.700390066491,535.980575905246
ENSG00000101347,Q9Y3Z3,SAMHD1,ENSMUSG00000027639,Samhd1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens OX=9606 GN=SAMHD1 PE=1 SV=2,8,5,10,626,126.3,74.5,102.4,147.9,109.6,144.1,142.7,123.2,151.5,135.4,64.6,55.5,66.7,57.3,56.0,60.8,48.2,52.8,40.3,68.4,807.967547123316,616.423723445908,683.938468995854,950.708718074162,561.946479455094,599.520289390381,641.657971697358,666.74745999991,595.295435074568,703.26040388857,681.95323878836,631.593108635435,685.89499710699,684.368754321415
ENSG00000101361,O00567,NOP56,ENSMUSG00000027405,Nop56,Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4,6,3,4,594,204.7,132.4,150.6,276.9,146.1,246.1,234.6,160.2,155.5,176.5,11.8,12.5,25.5,13.6,12.9,12.8,8.0,11.2,10.0,16.0,218.560334173473,304.754152982105,277.561901524812,278.5354258476,372.413018827952,562.055887998815,621.793237391757,679.276687345027,636.082730492421,618.453829625804,1321.54475391293,673.341039894678,656.732667078423,548.072484498204
ENSG00000101365,O43837,IDH3B,ENSMUSG00000027406,Idh3b,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3B PE=1 SV=2",5,2,7,385,44.4,31.4,36.4,62.4,41.5,39.2,39.9,40.7,32.8,40.5,24.4,26.8,51.6,42.8,53.3,44.9,35.1,32.6,42.6,47.8,2266.21738054195,2895.62765707832,2170.65807471487,2665.76260845717,4185.6948665103,2866.42478283037,3315.60258629397,2521.7681336787,3128.08819254913,3544.10608124457,3568.13503029654,3540.61179430231,2539.81530323191,3107.57648073383
ENSG00000101400,Q13424,SNTA1,ENSMUSG00000027488,Snta1,Alpha-1-syntrophin OS=Homo sapiens OX=9606 GN=SNTA1 PE=1 SV=1,9,4,7,505,32.6,20.0,44.7,37.4,35.9,31.9,40.3,31.5,40.6,32.4,25.6,23.7,38.3,30.1,37.6,37.1,63.3,28.7,24.6,44.8,404.234715105255,692.574167070269,427.102239744798,502.934005931639,318.981426403688,344.823445151354,332.001158368874,374.76130144229,396.87102752121,380.501469525855,399.733406153595,421.920214091437,367.020282322604,425.356053992718
ENSG00000101413,Q9NQG5,RPRD1B,ENSMUSG00000027651,Rprd1b,Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens OX=9606 GN=RPRD1B PE=1 SV=1,12,3,10,326,34.6,14.0,37.1,46.0,36.8,35.4,36.9,29.9,39.3,26.5,18.1,18.9,26.5,21.5,21.4,33.3,16.0,21.9,19.6,25.1,553.310030664546,678.719609960954,602.44206468116,531.236738977327,309.525496689362,308.878991943778,291.435098537753,314.818938202504,372.824321416896,287.605348165738,239.354378595562,323.144877072748,229.733538600651,344.150293178198
ENSG00000101447,Q9H4H8,FAM83D,ENSMUSG00000027654,Fam83d,Protein FAM83D OS=Homo sapiens OX=9606 GN=FAM83D PE=1 SV=3,1,1,1,585,,,,,,,,,,,,3.1,18.9,7.3,15.8,19.3,8.3,5.8,14.7,10.3,22.86119538749,14.666939426512,10.5651038344457,16.9944208598609,2.6112243549041,2.47535449558058,2.84631946529849,1.01586425751554,0.0,0.0,5.11677962480349,1.76184535221399,2.31791703922767,4.24914747501317
ENSG00000104442,Q9NVT9,ARMC1,ENSMUSG00000027599,Armc1,Armadillo repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=ARMC1 PE=1 SV=1,13,3,6,282,50.1,32.2,55.4,50.0,53.0,56.3,54.8,37.4,50.8,41.0,36.9,37.4,51.3,49.7,51.0,43.9,43.1,34.6,36.3,51.2,899.563884789455,800.837055236364,693.837173759233,592.004303834808,558.368559108552,519.869691671829,627.733189634768,532.678868341195,664.789312371849,579.577458815349,454.197117238782,617.571657289269,475.13859848425,491.241360934954
ENSG00000114209,Q9BUL8,PDCD10,ENSMUSG00000027835,Pdcd10,Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1,5,1,1,212,42.0,26.9,52.2,64.1,54.2,46.2,44.4,34.9,52.5,35.4,,,,,,,,,,,393.678814660248,503.326215875751,450.905036280138,324.162768485343,649.43260205451,360.651051363782,527.915497488542,470.57811044324,474.853508395783,536.529502281129,307.647932478263,520.025595613719,306.625250748732,296.65004856093
ENSG00000114416,P51114,FXR1,ENSMUSG00000027680,Fxr1,RNA-binding protein FXR1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3,5,3,4,621,62.8,34.6,77.3,68.9,58.6,63.7,65.6,51.5,57.6,62.6,16.5,18.0,31.9,26.3,19.8,31.4,23.1,27.5,15.8,29.4,1034.87568730544,1658.84457372944,1090.0235943972,960.601882177988,672.932656609054,799.491373141337,756.722346590433,872.22837935061,921.838570098802,642.730470644422,586.379398659342,645.623746156472,788.484878755869,681.420351237887
ENSG00000114771,P22760,AADAC,ENSMUSG00000027761,Aadac,Arylacetamide deacetylase OS=Homo sapiens OX=9606 GN=AADAC PE=1 SV=5,3,1,3,399,25.3,14.4,12.4,24.6,14.2,32.2,24.5,21.0,15.7,17.0,20.0,22.1,22.0,26.1,17.2,20.3,14.5,18.2,16.9,23.5,10042.2266698348,10578.8789196823,7641.30018678274,10993.7208477894,12098.442531469,8283.78445045262,10222.1557696599,8046.39332406744,10346.4751500365,12072.8261668786,8868.45930158084,12681.5504673074,7536.58295606494,9539.1898618877
ENSG00000116266,O00186,STXBP3,ENSMUSG00000027882,Stxbp3,Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2,3,2,3,592,28.3,18.6,31.6,34.2,26.4,25.2,24.2,21.5,27.0,24.5,56.1,53.7,79.3,66.3,60.1,55.9,47.1,53.1,41.0,71.3,563.609887325607,639.308460464236,557.971625978246,484.710830941775,446.819024133429,308.116986835361,398.313721273568,395.570379690643,477.229220878534,529.767529157796,502.487783407995,515.387402247749,437.86075211572,470.518336291339
ENSG00000116337,Q01433,AMPD2,ENSMUSG00000027889,Ampd2,AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2,4,4,7,879,123.7,92.1,162.7,186.6,132.5,154.0,154.0,112.8,127.8,141.4,56.8,39.8,68.3,51.3,66.0,69.6,45.0,49.3,43.7,65.7,965.380971607615,629.012289032929,741.836792395143,788.322278346133,905.561388608052,1396.24035253063,1631.56421166733,1274.90700498362,1051.20364195429,581.581497373607,1338.87455861827,1076.18954806884,1644.67147062396,1464.1914256909
ENSG00000118705,P04844,RPN2,ENSMUSG00000027642,Rpn2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3,6,3,10,631,214.1,122.6,130.9,416.3,114.0,248.6,218.6,152.3,118.9,168.1,91.5,109.8,205.5,137.8,110.0,126.1,85.0,109.0,65.6,132.4,4605.35455840506,3465.5256333371,3537.18815631826,3919.57338337118,2450.57633044653,1971.62227076814,2513.92257995791,2272.64726716193,2344.70877715399,2181.42403592576,2142.77773268367,2799.4191430007,2160.13704362893,2028.4848616293
ENSG00000118729,O14958,CASQ2,ENSMUSG00000027861,Casq2,Calsequestrin-2 OS=Homo sapiens OX=9606 GN=CASQ2 PE=1 SV=2,2,1,2,399,,,,,,,,,,,4.7,5.0,5.4,2.3,7.1,8.4,206.5,23.1,7.2,26.8,0.0,399.09777578513,62.7901122407837,0.0,0.0,1.8593766989116,0.0,0.0,0.0,0.0,0.714956747128125,2.99748483444039,0.0,1.58326443048894
ENSG00000120699,Q96B26,EXOSC8,ENSMUSG00000027752,Exosc8,Exosome complex component RRP43 OS=Homo sapiens OX=9606 GN=EXOSC8 PE=1 SV=1,3,1,1,276,30.9,20.7,28.8,34.7,33.1,34.2,31.1,26.7,28.9,25.7,,,,,,,,,,,152.494887153208,178.894705027291,98.9609667560925,193.35997491636,305.159497289326,201.05461192287,296.457373130889,255.091745676537,226.75395246317,308.14688240454,470.803878862903,270.590534810044,346.599418003495,288.736727759276
ENSG00000162688,P35573,AGL,ENSMUSG00000033400,Agl,Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3,12,14,54,1532,67.3,45.6,69.2,69.2,74.9,83.4,85.6,64.5,95.8,79.5,105.5,105.5,164.4,125.5,137.9,139.6,119.9,112.3,97.2,144.5,2096.60646524132,2500.40427644809,1895.46298528892,1067.2170881072,960.434636964849,1026.06691767656,989.203270732663,1215.62788458303,1441.04481441712,801.225386652941,937.048940246735,920.089745520297,971.409686084115,906.399978224121
ENSG00000163399,P05023,ATP1A1,ENSMUSG00000033161,Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1,16,14,65,1023,231.1,123.6,228.5,311.9,211.5,266.2,247.9,200.5,179.4,210.4,157.9,153.6,279.4,180.8,165.9,177.1,169.5,142.6,112.9,207.8,5367.58784342599,5159.56599274324,5332.11556591111,4517.95048434741,5019.2253544214,4971.71955522484,5590.53637104817,4385.90691763951,6074.08305007017,4151.35766337919,4809.56957591832,5658.18767231503,4647.7498938677,4156.30312552081
ENSG00000163539,O75122,CLASP2,ENSMUSG00000033392,Clasp2,CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=3,1,2,9,1294,21.9,16.0,14.5,18.1,15.7,18.9,16.9,21.1,15.4,20.8,22.0,20.0,26.5,16.4,20.9,22.0,16.5,21.3,8.9,23.4,382.744734914267,494.144430413152,763.047715830302,319.917071614792,325.630287686109,309.667338337883,310.077121214678,278.461518837203,270.912431140762,320.277300431375,212.857191432152,270.915462729359,283.651322616907,321.132630732201
ENSG00000165914,Q86TV6,TTC7B,ENSMUSG00000033530,Ttc7b,Tetratricopeptide repeat protein 7B OS=Homo sapiens OX=9606 GN=TTC7B PE=1 SV=3,1,1,8,843,616.0,466.5,619.8,920.3,630.7,730.4,1038.8,779.2,637.4,897.1,817.2,438.2,858.0,578.8,603.8,667.0,1450.2,650.2,419.0,794.3,352.970967730249,497.935817055966,503.909792260619,263.382860717398,125.658023615782,249.209981757757,213.605267111482,186.401581605646,176.574875683978,170.216130412809,228.667987597939,206.299064808606,194.223071475801,218.282971994247
ENSG00000167280,Q8NFI3,ENGASE,ENSMUSG00000033857,Engase,Cytosolic endo-beta-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=ENGASE PE=1 SV=1,2,2,7,743,67.2,44.2,54.0,74.2,63.6,74.3,59.4,56.3,63.8,66.8,58.4,54.1,64.4,57.4,61.7,66.9,44.2,58.3,38.5,62.2,153.432690648204,63.7775422287985,171.630973844801,109.59824781137,84.6421269060207,98.1134715211378,81.6635337567238,102.223002260164,138.827206595811,95.7447007970947,71.4021131455599,97.070199176086,88.66581233868,116.305143472409
ENSG00000168476,Q9H6H4,REEP4,ENSMUSG00000033589,Reep4,Receptor expression-enhancing protein 4 OS=Homo sapiens OX=9606 GN=REEP4 PE=1 SV=1,3,1,1,257,87.7,49.2,89.9,137.2,82.9,99.6,87.1,73.1,77.5,86.6,,,,,,,,,,,116.704834323353,153.069992122259,120.519668254715,208.037795437201,162.362664110241,140.909881856397,153.028285506482,147.492105600578,144.11330901555,173.505328425017,186.301159790305,229.901187383646,186.31891779954,208.349719500717
ENSG00000168477,P22105,TNXB,ENSMUSG00000033327,Tnxb,Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5,1,3,4,4244,20.5,9.0,20.2,25.9,17.3,21.0,25.1,17.5,19.6,23.6,30.2,29.2,47.5,33.1,34.9,31.7,35.6,34.1,27.7,45.0,280.41309329826,547.464075628434,533.840168774181,151.993192818688,205.425571443686,340.328950421457,264.103642687348,299.032065927274,347.235670836879,175.795084853097,208.77863647871,207.907581886638,249.051903907011,226.031229074212
ENSG00000171557,P02679,FGG,ENSMUSG00000033860,Fgg,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3,2,1,2,453,,,,,,,,,,,119.1,94.0,104.5,111.8,116.2,117.8,66.9,44.8,80.9,97.7,92341.8843158817,86991.1621596983,73656.801883029,105649.243311449,71930.330708669,40704.1228008371,63188.8295163723,56171.7089363141,58172.5547611559,94683.9909222587,36413.3889963546,79556.9412563851,43325.9891057845,58178.956611021
ENSG00000171564,P02675,FGB,ENSMUSG00000033831,Fgb,Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2,10,6,23,491,55.3,37.4,100.0,65.1,57.0,62.9,50.2,50.6,58.3,58.1,115.1,82.8,114.4,133.3,91.5,96.3,70.7,79.0,58.4,104.1,112620.402002996,97878.8227960924,83008.5022493401,119944.622619362,76081.83969926,48618.5763505274,72035.6399052121,65798.3973501025,72069.0218234336,107363.778777155,46570.432155443,88751.4947137082,55316.5269174791,71399.8008495247
ENSG00000174607,Q16880,UGT8,ENSMUSG00000032854,Ugt8a,2-hydroxyacylsphingosine 1-beta-galactosyltransferase OS=Homo sapiens OX=9606 GN=UGT8 PE=1 SV=2,1,1,2,541,172.6,111.5,101.3,126.9,114.8,151.6,129.2,133.5,117.9,169.3,50.0,38.0,50.3,46.0,41.1,50.3,35.3,52.6,33.9,56.1,3.11948131790628,2.30386093522057,8.55929196803811,3.87782599022007,2.20298839066403,3.1771861940754,0.811851117371499,3.47704623150023,7.55766645013087,1.23621237499975,0.0,7.81323060185673,4.98806921037547,4.87681068757419
ENSG00000178605,O43824,GTPBP6,ENSMUSG00000033434,Gtpbp6,Putative GTP-binding protein 6 OS=Homo sapiens OX=9606 GN=GTPBP6 PE=1 SV=4,1,1,4,516,353.5,204.5,477.0,448.2,432.5,424.6,410.9,320.8,430.3,354.2,156.0,140.2,282.4,184.7,215.9,225.3,173.3,182.9,176.3,236.0,125.029657572101,115.596826878059,125.44130765106,202.97417834251,308.256789582679,481.568022917712,402.664628248955,504.359730049622,392.402786190956,241.932967666237,373.829293439749,300.549714273903,450.385662921415,336.81509140686
ENSG00000182636,Q99608,NDN,ENSMUSG00000033585,Ndn,Necdin OS=Homo sapiens OX=9606 GN=NDN PE=1 SV=1,2,1,4,321,278.2,290.4,582.1,403.3,254.4,254.7,274.2,270.4,251.7,301.7,296.4,230.2,328.1,374.2,272.9,262.2,187.7,255.4,146.4,276.2,12.4363666896248,30.5719909294782,299.714901117388,4.14714042100097,34.1617895201093,12.4587507949509,28.6517223810036,8.36668393840913,14.1444534707786,21.0277539658894,16.3885563162026,26.2289125322901,10.6057722996358,5.18460548074067
ENSG00000182870,Q9HCQ5,GALNT9,ENSMUSG00000033316,Galnt9,Polypeptide N-acetylgalactosaminyltransferase 9 OS=Homo sapiens OX=9606 GN=GALNT9 PE=1 SV=3,1,1,6,603,192.0,111.5,234.5,232.6,217.2,214.2,203.4,169.1,189.3,178.9,223.8,224.8,378.3,284.5,297.3,269.0,267.7,240.2,230.5,326.5,0.0,0.892331035658858,2.01498389388709,2.48143646135352,1.37739435220313,4.12023144116464,1.01520203069272,0.585771626801325,0.0,3.14545790213849,0.0,7.13359723820446,2.53837037294353,1.55108893753661
ENSG00000184544,A6NNS2,DHRS7C,ENSMUSG00000033044,Dhrs7c,Dehydrogenase/reductase SDR family member 7C OS=Homo sapiens OX=9606 GN=DHRS7C PE=2 SV=3,3,1,1,312,34.3,18.5,25.5,46.9,24.8,30.7,36.6,30.7,20.5,29.7,,,,,,,,,,,0.0,122.747292153261,14.56583130466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186635,Q96P48,ARAP1,ENSMUSG00000032812,Arap1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ARAP1 PE=1 SV=3",1,2,8,1450,36.5,24.1,42.0,41.3,33.3,36.8,37.1,31.7,30.4,29.7,42.3,36.1,74.2,46.1,51.5,49.4,42.9,49.2,31.9,55.8,1490.13407361709,1308.86512264685,1383.41938999153,1814.40344628148,1300.07504411597,1499.02073659397,1078.65908723346,1118.58422521267,1173.21668100908,1540.27984691878,1327.03465372891,1403.75369016655,1377.30920007622,1432.75681771199
ENSG00000187735,P23193,TCEA1,ENSMUSG00000033813,Tcea1,Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=2,10,3,9,301,49.3,32.1,58.8,70.8,55.0,58.6,59.6,40.7,53.7,46.6,85.0,70.4,143.5,98.0,106.4,93.2,67.4,81.0,83.4,115.5,1549.53727372731,1467.10320789261,1274.7940016759,1047.78535122474,1454.12346170065,1049.00145868267,1398.4852374555,1207.05204015593,1246.97689128699,1822.51478978769,1796.46629781235,1799.50842714911,1111.05146434332,1230.55171027493
ENSG00000188641,Q12882,DPYD,ENSMUSG00000033308,Dpyd,Dihydropyrimidine dehydrogenase [NADP(+)] OS=Homo sapiens OX=9606 GN=DPYD PE=1 SV=2,11,9,29,1025,31.1,14.0,32.7,25.9,25.6,21.6,32.1,22.8,33.6,27.7,45.6,36.3,63.3,54.9,51.4,45.5,37.5,42.1,49.6,54.1,11208.1542602926,10350.1414004034,8883.66568071496,9313.29472828701,9472.96045971085,5704.28448426227,8087.15227311601,7680.22072996284,7450.74165498826,12829.7318823687,6265.16663959753,9990.7538094612,5101.74249906066,8644.09705705535
ENSG00000189091,Q15393,SF3B3,ENSMUSG00000033732,Sf3b3,Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,9,8,18,1217,50.7,23.0,63.8,50.4,46.6,49.8,54.1,43.5,38.7,38.1,67.6,64.7,100.4,75.2,82.1,71.2,66.8,57.8,56.1,97.1,866.683983846148,695.464754852045,870.366036731971,758.795076362619,531.022415311228,705.997163465789,577.939310568276,567.017333645411,632.86342313802,549.321331798087,702.022104375351,572.98486041979,640.738937617594,569.960076583409
ENSG00000196586,Q9UM54,MYO6,ENSMUSG00000033577,Myo6,Unconventional myosin-VI OS=Homo sapiens OX=9606 GN=MYO6 PE=1 SV=4,4,5,11,1294,46.0,29.6,45.8,51.7,36.9,36.8,40.1,34.3,39.4,36.4,45.1,40.5,69.2,45.8,67.8,56.4,39.2,47.8,39.8,67.2,977.988978608668,692.448374580365,774.755200613883,962.416422485095,1067.56392141277,1781.61415520905,1253.6158146757,1683.96739800702,1449.01287106065,1087.7977975008,1545.22745670512,1017.31408399088,1595.23652868408,1563.97793325458
ENSG00000197181,Q8TC59,PIWIL2,ENSMUSG00000033644,Piwil2,Piwi-like protein 2 OS=Homo sapiens OX=9606 GN=PIWIL2 PE=1 SV=1,1,1,7,973,26.9,14.0,34.0,30.2,28.3,26.3,28.5,21.6,26.3,23.2,143.2,118.7,212.0,178.0,193.5,207.9,140.5,179.3,153.3,238.4,3.80296279972036,10.3384005554349,0.521732070641818,1.90225553829026,0.0,1.03903989980173,0.796502614691505,1.70565644591496,9.26848063593432,21.2752102502078,4.29559831053157,4.3749017644305,1.94590980200026,9.51253834920114
ENSG00000198925,Q7Z3C6,ATG9A,ENSMUSG00000033124,Atg9a,Autophagy-related protein 9A OS=Homo sapiens OX=9606 GN=ATG9A PE=1 SV=3,1,1,2,839,19.4,10.0,26.0,22.3,16.6,17.9,21.0,13.7,11.7,14.7,19.4,19.0,34.1,24.2,27.4,26.8,26.4,23.7,19.7,34.5,1808.52751852027,1769.70267951813,1568.92620625629,1751.6370643813,1129.54948304547,1685.14580065555,1255.41924339816,1221.31967824651,1413.36654973298,1080.30927473935,932.289848953625,1103.60650788974,1227.61532438561,1315.9567796244
ENSG00000240972,P14174,MIF,ENSMUSG00000033307,Mif,Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4,16,2,30,115,114.5,70.8,133.4,138.7,119.0,143.0,133.4,111.2,131.9,123.4,127.8,118.6,178.0,119.8,161.7,188.5,105.4,127.0,116.1,180.5,1847.06506615128,1981.63672323043,1429.03991314166,2577.36574087838,3613.9727519098,2650.29981095025,3472.78910233283,3113.3013545994,3206.43468661879,2363.78711240108,3481.54660634212,2964.56306271804,3578.93523573559,3228.23986084347
ENSG00000243244,Q9Y6Q2,STON1,ENSMUSG00000033855,Ston1,Stonin-1 OS=Homo sapiens OX=9606 GN=STON1 PE=1 SV=2,1,1,2,735,,,,,,,,,,,12.2,11.4,70.5,42.7,87.0,78.6,26.3,38.8,69.0,66.3,180.261636630774,159.537938576466,201.078769530244,99.0779484885156,15.0692144013953,51.580193440252,35.8516074697682,29.1688636529182,70.7188732083822,33.3220847681826,21.5606497539225,81.8524794927846,31.1222647045019,30.7582930457538
ENSG00000116120,Q9NSD9,FARSB,ENSMUSG00000026245,Farsb,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,4,3,6,589,77.6,62.2,107.5,98.1,86.1,87.8,80.0,70.8,70.5,77.3,28.4,20.5,37.5,30.7,27.7,34.2,23.6,23.4,25.9,35.1,653.100312284363,611.526274632985,624.15131101632,482.846515272531,326.839212227099,238.694663409862,263.242811778375,314.644594524161,344.942476310494,330.409553068325,318.849688506165,434.450539195665,338.362289808388,242.595269806309
ENSG00000117143,Q16222,UAP1,ENSMUSG00000026670,Uap1,UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3,9,4,6,522,38.9,24.8,34.9,44.6,38.8,37.7,41.9,31.6,34.1,33.2,17.2,17.4,31.1,16.8,19.6,21.7,19.8,15.0,18.0,23.7,650.313258854026,541.382091618457,437.078363924549,472.125177255882,427.964361844479,459.565554956277,552.126460287494,455.772121407162,498.776008765705,463.076203204868,478.179820834997,649.149098526422,625.828364389471,461.328790723659
ENSG00000117592,P30041,PRDX6,ENSMUSG00000026701,Prdx6,Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,24,5,50,224,114.4,73.4,98.7,141.5,120.8,172.5,135.5,94.6,105.5,159.0,191.8,168.1,205.7,197.6,185.4,199.7,177.1,170.2,140.0,211.1,12041.9185598555,12407.3703649265,10366.9717688181,13741.9854856897,10861.7233229214,11634.2496268467,11278.8532780517,9075.03048659578,11266.5325330493,10080.5116193376,8038.083623107,10992.6902889821,7778.36372190634,10064.3873884609
ENSG00000120341,Q96JE7,SEC16B,ENSMUSG00000026589,Sec16b,Protein transport protein Sec16B OS=Homo sapiens OX=9606 GN=SEC16B PE=1 SV=2,1,1,3,1060,59.4,42.0,60.2,78.5,57.7,68.7,60.3,54.7,47.4,54.4,41.8,43.3,68.3,51.3,50.5,48.5,36.3,45.2,31.3,63.1,2020.05228209259,1770.20311754813,1660.50028366138,2014.80292258949,2482.16398378124,3291.0158493272,2238.66421322665,2157.28209757654,2884.96461036096,2298.59150919119,2308.38641553994,1945.42874491359,2814.89880109001,2670.08837980433
ENSG00000121481,Q99496,RNF2,ENSMUSG00000026484,Rnf2,E3 ubiquitin-protein ligase RING2 OS=Homo sapiens OX=9606 GN=RNF2 PE=1 SV=1,2,1,5,336,115.7,57.6,96.4,150.2,138.7,125.9,115.0,87.4,109.0,94.1,65.1,73.3,154.8,84.6,81.7,70.1,73.9,62.1,57.6,84.2,417.680018459155,400.455362238804,507.573947051616,312.453797210203,257.119554171695,195.101862877299,317.498626163804,254.395009472151,288.650827735357,322.727891305821,208.237290022495,283.158983052026,269.971410352671,278.079251969146
ENSG00000122218,P53621,COPA,ENSMUSG00000026553,Copa,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,14,15,40,1224,138.4,85.9,132.2,175.7,128.8,148.8,132.6,113.1,106.7,117.7,158.2,137.9,247.0,170.8,177.6,184.6,124.5,139.5,103.5,185.1,3563.39953493012,3660.32118785484,2977.81409913576,3371.04621984435,2603.61570512188,2962.10528698935,3012.51915954184,2669.57514607825,3005.12308612421,3015.55666331148,3220.65107631061,3266.999397947,3580.36163478626,3089.61603814908
