ensembl_id,Accession,Mmus_C57-6J_LVR_GC_I_Rep1_M31,Mmus_C57-6J_LVR_GC_I_Rep2_M32,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_GC_C_Rep1_M36,Mmus_C57-6J_LVR_GC_C_Rep2_M37,Mmus_C57-6J_LVR_GC_C_Rep3_M38,Mmus_C57-6J_LVR_GC_C_Rep4_M39,Mmus_C57-6J_LVR_GC_C_Rep5_M40,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_FLT_C_Rep4_M28,Mmus_C57-6J_LVR_FLT_C_Rep5_M30,GC_mean,GC_std,FLT_mean,FLT_std,Checked,Master,Description,Coverage,# Peptides,# PSMs (peptide-spectrum matches),# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI (isoelecric point),Ratios: (BA_Casis) / (Pool),Ratios: (GC_Casis) / (Pool),Ratios: (FLIGHT_Casis) / (Pool),Ratio Standard Errors [%]: (BA_Casis) / (Pool),Ratio Standard Errors [%]: (GC_Casis) / (Pool),Ratio Standard Errors [%]: (FLIGHT_Casis) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
ENSMUSG00000026219,G5E870,2429.91112050514,2212.50031652545,2282.12131283499,2164.80072673224,1649.21600222085,1793.94006769941,1610.4678284787,2204.94951336542,1999.99039134015,1934.28707934542,1503.08635405213,1631.74371150366,1832.43231633202,1671.69467306836,1985.853605733589,313.00395027619345,1860.023739124117,286.44825280623354,False,IsMasterProtein,E3 ubiquitin-protein ligase TRIP12 OS=Mus musculus GN=Trip12 PE=1 SV=1,6.61728395061728,11,16,11,1,2025,223.988,8.35,1.3,1.24,0.99,38.06,36.37,29.83,,11,0,0.0,Green,20.6002006793627
ENSMUSG00000026229,Q3TXS7,2537.35703193077,2696.01559295797,2407.19129112981,2355.12595815242,2180.42412046822,2110.12488089733,2369.53821460068,2241.94838124163,2226.62316592959,3061.59918580518,4850.39071214481,3001.37873000677,3393.87339067516,2515.13601510987,2337.433055432313,211.06821185279287,3083.52789757486,869.5226475250463,False,IsMasterProtein,26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus GN=Psmd1 PE=1 SV=1,64.5330535152151,49,82,48,1,953,105.663,5.39,1.56,1.61,1.4,27.38,40.63,43.97,,49,0,0.0,Green,182.245259662363
ENSMUSG00000026234,P09405,2186.59384990739,2370.09126247186,2398.08215988225,2611.88618130286,2425.393605246,2379.69032285269,2679.1440147284,2520.30483779971,2828.74772138956,2912.140893464,3248.07951691084,2797.80066138262,2786.56811156575,2673.32146066687,2484.2808020565158,213.69390259493093,2775.4112835964556,265.2910548422605,False,IsMasterProtein,Nucleolin OS=Mus musculus GN=Ncl PE=1 SV=2,49.2220650636492,46,97,45,1,707,76.677,4.75,1.6,1.33,1.18,15.23,18.75,19.66,,46,0,0.0,Green,162.217979078136
ENSMUSG00000026238,P26350,6983.6322580422,5681.05681586526,6109.86497622909,6260.35311282138,6778.59601347456,3779.19649017759,6059.37355832061,4740.13147881169,5799.41137770599,7444.21464043407,6679.88134248292,7686.67410408062,5931.81778140618,5508.44211584587,5688.771141771128,1122.5286221552637,6517.321153328589,800.5881063185316,False,IsMasterProteinCandidate,Prothymosin alpha OS=Mus musculus GN=Ptma PE=1 SV=2,23.4234234234234,5,17,5,1,111,12.247,3.79,1.46,1.35,1.18,5.08,16.78,26.58,,5,0,0.0,Green,14.9922056241607
ENSMUSG00000026239,O55057,128.64574146479,163.886917946654,188.06151865187,146.18957633711,145.414656958732,98.5949245323576,86.3804000131677,98.6832529889548,118.326906542033,158.25670564348,141.239345142758,116.523880048749,138.97298319995,137.858958080202,119.99040006381274,27.965372217121804,146.72899530058842,22.071380773075667,False,IsMasterProtein,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Mus musculus GN=Pde6d PE=1 SV=1",12.6666666666667,1,1,1,1,150,17.337,5.67,1.52,2.02,1.99,45.4,26.97,13.85,,1,29,0.0056266977105161,Yellow,2.118542315154
ENSMUSG00000026240,Q8BV13,150.58552995696,149.349274475172,119.176761517878,316.92827708359,226.486264729827,330.203168790968,369.660015337933,339.780438637419,290.249858743835,181.060929653255,260.227752925289,218.943077104175,392.538263988971,317.802289545637,265.18779295315915,90.72271271211088,258.09676454554216,92.97961497566527,False,IsMasterProtein,COP9 signalosome complex subunit 7b OS=Mus musculus GN=Cops7b PE=1 SV=1,16.6666666666667,3,3,3,1,264,29.67,6.32,1.32,1.33,0.95,26.16,31.81,48.99,,3,1,0.0002387204583432,Yellow,5.79966278362674
ENSMUSG00000020189,B9EJ86,1073.13812590207,985.189448088793,782.993023110183,653.054283239476,667.069486525573,720.823945222908,897.817104152121,803.388885912068,1004.70081219298,809.404752999662,795.837842335665,696.186559043889,1053.36343069911,875.404879511354,878.875401142359,153.17295624809663,809.4635387056198,130.39510363485374,False,IsMasterProtein,Oxysterol-binding protein OS=Mus musculus GN=Osbpl8 PE=1 SV=1,9.44881889763779,9,12,8,1,889,101.205,6.96,2.11,2.46,1.85,68.19,38.61,40.8,,9,0,0.0,Green,16.6239363719227
ENSMUSG00000020198,O54774,1257.36233140277,1163.38204883866,1186.35487556911,1206.10245335084,1488.64647542669,2141.70444720185,1822.30980676145,2103.31465257887,1801.26868211966,1389.79668609202,1389.27067058044,1392.04860906297,2244.51281165444,2071.81409778396,1682.5697777614216,389.3180185613739,1554.2714577276827,424.5509865092334,False,IsMasterProtein,AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1,21.0175145954962,20,26,20,1,1199,134.996,7.37,1.39,1.4,1.2,24.8,25.51,21.6,,20,0,0.0,Green,44.2626663919063
ENSMUSG00000020205,Q62392,878.487169342373,709.437600765545,1592.64858943075,1142.1986254592,1152.77940814886,3019.86843994823,1806.5747966197,1668.44626525291,1722.01943756433,2078.22210377672,2596.01400921925,1112.52813999263,1637.89167195354,1842.40486981992,1565.3733025202782,772.8269017047206,1714.5582870931444,522.2285474919522,False,IsMasterProtein,Pleckstrin homology-like domain family A member 1 OS=Mus musculus GN=Phlda1 PE=1 SV=2,7.65432098765432,3,4,3,1,405,45.554,9.7,1.62,0.92,0.69,27.12,9.22,21.84,,3,1,0.000241662638956,Yellow,6.03088627704977
ENSMUSG00000022514,Q61730,2433.0329879365,2405.89068215065,2024.96228826072,2612.38915545768,3254.84380183599,1991.92250299215,2785.76870469209,2102.77045570693,2726.6254370939,4718.34058563596,2179.0684617941,3607.64899135331,1893.54941900543,2578.16763271449,2528.69351034403,433.26742741913864,2802.0180763173844,1018.5445908268288,False,IsMasterProtein,Interleukin-1 receptor accessory protein OS=Mus musculus GN=Il1rap PE=1 SV=1,10.3508771929825,6,7,6,1,570,65.699,7.77,0.9,0.98,0.98,20.11,31.4,26.72,,6,1,0.0002816108138552,Yellow,9.75676725152858
ENSMUSG00000022519,Q7TQ48,56.0222459761748,1971.62875096432,487.482790713227,59.3187069296332,13.0533641891368,7.3211355550297,0.801743391485714,16.3103413567076,7.46357183206661,10.922297694082,11.8906047789211,15.4128955500959,12.7316369339278,3.59067066499373,296.0858790378459,739.0688796935239,85.90708618069723,178.0314653621479,False,IsMasterProtein,Sarcalumenin OS=Mus musculus GN=Srl PE=1 SV=1,30.5494505494506,20,28,19,1,910,99.123,4.46,0.78,3.26,0.65,54.13,134.81,53.21,,20,0,0.0,Green,65.1853428573485
ENSMUSG00000028261,Q9D1H6,407.427501616581,360.516719703393,349.301511716854,433.127231288964,645.518219943873,643.638485708098,717.938551523896,511.530368247198,875.569094471623,592.35162083951,1241.97039767338,959.617533581442,893.032469663335,523.59976552818,594.5912773163802,180.68506578919437,713.2857900416664,325.0832829556738,False,IsMasterProtein,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Mus musculus GN=Ndufaf4 PE=1 SV=1,41.6184971098266,7,11,6,1,173,20.07,9.39,1.55,1.81,1.69,21.54,30.01,48.71,,7,0,0.0,Green,13.9086737670805
ENSMUSG00000028268,Q61107,794.817179782631,440.176184831678,408.898261285087,363.280049531551,524.666938946855,419.872112361239,511.629369628995,376.875588189714,286.973655622839,501.62250605869,1270.84186967312,608.572192057751,670.422128567259,718.672763260943,479.28728990913584,160.82960264198445,648.901395776343,304.0393923920693,False,IsMasterProtein,Guanylate-binding protein 4 OS=Mus musculus GN=Gbp4 PE=1 SV=1,23.5483870967742,12,16,12,1,620,70.757,6.64,1.71,1.58,1.42,27.91,40.23,32.08,,12,0,0.0,Green,16.603156771099
ENSMUSG00000028270,Q9Z0E6,456.830356861415,324.36218640558,311.090066372609,206.320486840685,224.996592687649,110.996133062331,197.089102183322,202.65939325965,99.0111650330385,98.5674584111181,125.255054919942,181.217686858319,111.360598728485,95.9150668113919,230.84927564185506,124.85114431606894,161.38948842036424,78.38400085400998,False,IsMasterProtein,Interferon-induced guanylate-binding protein 2 OS=Mus musculus GN=Gbp2 PE=1 SV=1,23.7691001697793,12,18,12,1,589,66.697,5.71,1.43,1.5,1.6,40.93,26.88,35.86,,12,0,0.0,Green,41.3260767256417
ENSMUSG00000028273,Q8CI51,1796.92975297089,3439.39816843144,1606.09563349425,933.552394563527,644.842410592131,609.770943944008,730.113986800622,841.002391957957,816.708117240261,704.264183174031,635.629495678965,789.383831371214,752.434051779482,758.151404136656,1268.3951102767585,1040.1633807602302,882.7872848854465,331.6523801154637,False,IsMasterProtein,PDZ and LIM domain protein 5 OS=Mus musculus GN=Pdlim5 PE=1 SV=4,54.8223350253807,27,47,26,1,591,63.259,8.25,1.45,1.76,1.18,23.36,54.42,26.03,,27,0,0.0,Green,113.431559917237
ENSMUSG00000028277,Q9JJZ4,965.873149529944,962.089747909961,751.184085002304,796.689534291324,587.722538514895,508.584914094686,727.223625135848,619.479694193952,689.954436325936,689.884324729515,620.380522128542,612.370966903958,672.503110159834,629.84777321659,722.9897293864603,179.00251219442168,681.837188061724,70.06819522681911,False,IsMasterProteinCandidate,Ubiquitin-conjugating enzyme E2 J1 OS=Mus musculus GN=Ube2j1 PE=1 SV=2,4.40251572327044,2,2,2,1,318,34.968,6.99,1.64,1.46,1.25,23.11,8.66,17.19,,2,4,0.0008380473496752,Yellow,3.42275219097048
ENSMUSG00000015790,P09925,634.701025896907,637.618677002932,591.010568120314,600.278159022097,762.070363677134,710.960471781643,734.974787818701,776.250588912188,686.014606394564,613.466262808135,487.16629808701,695.529340511574,623.546921009243,767.628451489447,706.0843602120098,56.42412415338554,625.5180001496885,87.76398615437643,False,IsMasterProtein,Surfeit locus protein 1 OS=Mus musculus GN=Surf1 PE=1 SV=3,18.6274509803922,6,7,6,1,306,34.776,9.72,1.65,1.56,1.32,38.32,31.83,34.45,,6,1,0.0002440214738897,Yellow,6.2350431750442
ENSMUSG00000015806,Q8BVI4,10186.0716568227,11390.7266427473,8705.85095265908,11199.9235401451,14843.0835793156,10346.6101158957,11159.2930941637,9446.72619278807,11197.1776813585,11237.3738224123,10117.5592874316,14551.1412403105,10435.7696800869,11142.9940154917,11224.241280441654,1738.5952270200298,11055.801791219596,1782.5892959293196,False,IsMasterProtein,Dihydropteridine reductase OS=Mus musculus GN=Qdpr PE=1 SV=2,90.8713692946058,18,109,18,1,241,25.554,7.81,1.41,1.36,1.15,30.03,29.1,33.64,,18,0,0.0,Green,133.80192392532
ENSMUSG00000015837,Q64337,6028.35257596433,6256.55425977821,6203.9512127169,7379.72126357409,7948.11665581938,6687.21481688899,7436.17430343988,7055.90408436123,6486.94332595964,7845.27688548371,8999.09911692345,7480.67143577505,8165.90122514186,7923.82254714441,6842.751431744523,680.3284383275353,7714.063383822781,852.7783400858037,False,IsMasterProtein,Sequestosome-1 OS=Mus musculus GN=Sqstm1 PE=1 SV=1,10.4072398190045,3,3,3,1,442,48.132,5.21,,,,,,,,3,3,0.0006496318752706,Yellow,4.08436559480234
ENSMUSG00000015846,P28700,10315.3611205652,9239.13377726001,7223.85003391427,9790.61633414282,4300.09493729031,5404.59180648174,4996.79023930005,5811.2485752201,5510.37435333564,5224.8144834448,3073.18358897671,4865.06935057839,3712.41299735737,4842.29581634894,6511.084972779006,2302.601884079367,5533.177514966185,2286.5434688579508,False,IsMasterProtein,Retinoic acid receptor RXR-alpha OS=Mus musculus GN=Rxra PE=1 SV=1,17.9871520342612,7,12,7,1,467,51.184,7.8,1.46,1.45,1.21,15.25,31.05,36.63,,7,0,0.0,Green,21.9077856502426
ENSMUSG00000019518,Q9JKC7,198.512787361536,203.816370884508,218.132886075363,248.405394290563,367.626063082595,449.915228975968,397.628109421151,471.643489974527,369.829431899302,277.519928909912,372.940863429438,215.030497873729,437.319190235382,438.494874310534,351.28164022851246,109.58941837102424,315.40623358927445,98.9829051820196,False,IsMasterProteinCandidate,AP-4 complex subunit mu-1 OS=Mus musculus GN=Ap4m1 PE=2 SV=1,10.913140311804,4,5,4,1,449,49.479,6.64,1.47,1.11,1.05,19.81,37.27,34.7,,4,1,0.0002371354043158,Yellow,5.69231018013457
ENSMUSG00000019528,Q9R062,146.14886012801,717.349290171161,327.13291000544,127.415121559814,115.844936277367,114.629081634524,136.267763237308,92.115676541917,102.898199818545,116.187849924219,96.5132892814176,130.626750231491,115.1484897082,124.889308716548,203.6076868298331,227.2879886759931,148.27338848958996,79.67628603625201,False,IsMasterProteinCandidate,Glycogenin-1 OS=Mus musculus GN=Gyg1 PE=1 SV=3,30.9309309309309,6,7,6,1,333,37.378,5.29,1.91,2.51,1.23,24.39,47.67,48.91,,6,0,0.0,Green,23.1978301753402
ENSMUSG00000019539,Q8BH97,160.426579308627,212.905220754017,265.56451235195,166.602662440208,125.371611049642,121.618271482765,104.744368851165,103.355450445812,129.517083876644,88.7975854291266,126.809643349216,143.016928128007,136.314689436012,48.0349119308014,136.84836939552457,38.5366464202577,139.30584758076014,68.00331981766678,False,IsMasterProtein,Reticulocalbin-3 OS=Mus musculus GN=Rcn3 PE=1 SV=1,14.6341463414634,3,5,3,1,328,37.978,4.88,0.81,0.89,0.93,41.85,15.29,21.75,,3,1,0.000263574064312,Yellow,8.01093350958476
ENSMUSG00000019578,Q99PL6,1096.69004195173,1189.83702006402,1020.95731546317,1283.8016921173,972.32513551145,1006.27797546132,1095.73475648848,968.0012156439,1125.00165966583,740.163951564419,538.565991110663,855.493461643715,787.434276538127,797.448620896825,1064.8382578266758,84.2405805547089,860.5521870477456,235.36930767816187,False,IsMasterProtein,UBX domain-containing protein 6 OS=Mus musculus GN=Ubxn6 PE=1 SV=1,13.1221719457014,5,5,5,1,442,49.765,8.54,1.76,1.47,1.3,20.34,16.74,11.18,,5,1,0.0002443792766373,Yellow,6.25572639316295
ENSMUSG00000019579,Q9CPT4,1316.15850163891,1206.25978953611,1092.7143150185,1503.32955328279,1224.45219409554,1067.20078549576,1172.73180019472,969.714178925278,1123.84419141586,1373.90211174654,1852.02614238824,1780.52997098372,1561.20979881771,1278.46871049212,1154.3373487574543,113.0964197026569,1491.7400861042313,269.8017885232716,False,IsMasterProtein,Myeloid-derived growth factor OS=Mus musculus GN=Mydgf PE=1 SV=1,26.5060240963855,6,12,6,1,166,17.971,6.79,1.46,1.16,1.04,20.99,24.44,19.17,,6,0,0.0,Green,18.5962573403745
ENSMUSG00000019659,Q8R344,372.915243082896,363.636276334362,355.942189545248,477.722547317434,534.170401070081,472.937441183633,413.973041127055,524.571051864276,358.230866642182,424.205330117974,727.406416500792,606.90169284095,562.144376699788,439.586226162061,434.347760186355,75.91326656065026,513.4155398834639,126.74602589677264,False,IsMasterProtein,Coiled-coil domain-containing protein 12 OS=Mus musculus GN=Ccdc12 PE=1 SV=2,22.289156626506,3,6,3,1,166,18.88,7.21,1.65,1.16,1.21,32.0,33.41,22.03,,3,19,0.0037893897088153,Yellow,2.47745355616457
ENSMUSG00000028382,Q8BHD7,2087.60551075673,2072.60933327223,1915.35534529425,1690.89009198374,1134.13876874977,1591.90256908944,1156.80375354575,1299.42758461202,1314.88716288172,1000.07008920766,1307.45201857124,911.869797011316,1090.57800785907,1218.7566463497,1522.482097558237,409.105490561588,1304.9959994681394,370.2249623908438,False,IsMasterProtein,Polypyrimidine tract-binding protein 3 OS=Mus musculus GN=Ptbp3 PE=1 SV=1,28.4894837476099,6,7,6,1,523,56.665,9.13,1.93,1.77,1.32,35.15,45.03,55.05,,6,0,0.0,Green,34.3246271604278
ENSMUSG00000028383,Q2TPA8,1680.33128046864,2252.9407060495,1403.09170177733,1445.66562465268,1024.23101335805,828.681106598636,1099.46923437558,1071.7446405525,1175.52295887271,953.184716104237,632.31422914282,917.942018979027,629.025051533741,992.368938260019,1304.702991467945,493.05015116190174,996.2274686356934,327.31223618223356,False,IsMasterProtein,Hydroxysteroid dehydrogenase-like protein 2 OS=Mus musculus GN=Hsdl2 PE=1 SV=1,71.6326530612245,30,55,29,1,490,54.174,6.74,1.42,1.56,1.23,16.31,25.75,31.35,,30,0,0.0,Green,124.712808505016
ENSMUSG00000028393,P10518,2831.33533151786,2535.78414040796,2447.28343740591,3380.38663501563,3247.41383424008,3813.04546647701,3577.99807464609,3566.54856202883,3209.23183809668,3453.28927454641,4408.26644770498,4087.68593570691,3779.72731693755,3603.36928443235,3254.479606773501,449.3919203180429,3594.2869045356774,622.0566088128193,False,IsMasterProtein,Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1,76.6666666666667,20,57,19,1,330,36.0,6.79,1.64,1.35,1.07,13.55,23.35,30.28,,20,0,0.0,Green,129.221897660539
ENSMUSG00000001891,Q91ZJ5,7796.13672565198,9356.99852909653,5433.85929124303,7661.20455281019,14443.7377812942,8993.50875827377,12726.7354106082,7886.23709940577,13915.613218121,13584.8060496424,10894.6987774422,12682.4457712042,6603.85721192097,10263.5063082425,10731.281074635921,2872.919441806236,9589.196851786499,3098.073260720657,False,IsMasterProtein,UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus GN=Ugp2 PE=1 SV=3,75.9842519685039,46,186,45,1,508,56.944,7.61,1.46,1.48,1.22,8.3,18.93,23.59,,46,0,0.0,Green,224.89113580564
ENSMUSG00000001942,P70665,1217.13279675909,903.080052420154,805.6246464792,888.530544357302,523.107056749912,397.204572013307,504.091042488082,551.977150227487,561.672907511663,510.462416494676,395.34200525841,488.382345674122,368.515554279198,519.459354975397,665.4665111670993,289.45971423896776,568.0452667883293,200.3396507537855,False,IsMasterProtein,Sialate O-acetylesterase OS=Mus musculus GN=Siae PE=1 SV=3,12.9390018484288,6,8,6,1,541,60.736,6.79,1.31,1.16,0.98,9.97,16.63,17.78,,6,0,0.0,Green,14.6838976495348
ENSMUSG00000052085,Q8C147,830.602074020454,503.127290780727,864.516264976786,867.815146382494,214.257939161314,299.161871586867,286.966301832333,235.658614248654,229.763514603331,450.775050632637,285.694058517556,399.382660613109,292.380709639904,300.684179948223,371.3625151762399,224.99861323797808,494.4640101015299,261.16792365725337,False,IsMasterProtein,Dedicator of cytokinesis protein 8 OS=Mus musculus GN=Dock8 PE=1 SV=4,3.66666666666667,9,12,8,1,2100,238.826,6.96,1.9,1.76,1.54,19.17,31.56,37.57,,9,1,0.000268817204301,Yellow,8.44874499026138
ENSMUSG00000052102,O88958,1012.77347801498,750.585649317104,644.516486176112,841.909515753258,727.624147640985,1013.48005217351,765.55787648394,748.031187977666,999.109558477741,556.760391940898,538.090289602777,610.015695665248,669.815591163549,953.334623164378,859.5945642979896,139.76013773375,687.7775133523172,153.8885154929214,False,IsMasterProtein,Glucosamine-6-phosphate isomerase 1 OS=Mus musculus GN=Gnpda1 PE=1 SV=3,47.4048442906574,11,13,11,1,289,32.528,6.6,1.7,1.79,1.34,27.36,26.53,36.24,,11,0,0.0,Green,28.8387043008647
ENSMUSG00000025784,Q8CFZ6,4.14551837091907,112.596111533814,44.3607523399341,0.0,1.1779920809635,0.0,1.73646704855623,0.929623723943078,1.01031753804819,0.0,0.0,4.76885304760581,3.18172990424968,0.0,17.37086147089201,42.01017690663697,7.473047898827084,16.37995013449409,False,IsMasterProteinCandidate,"C-type lectin domain family 3, member b OS=Mus musculus GN=Clec3b PE=1 SV=1",17.3267326732673,3,4,3,1,202,22.241,5.66,2.19,1.08,0.96,57.5,15.89,46.53,,3,0,0.0,Green,13.3750671614422
ENSMUSG00000025785,Q9D0M0,331.45633907835,325.532787587054,343.291064998073,429.026761459215,514.794009700709,429.11793481551,437.783101986485,478.146685649658,494.022718828215,436.278326806943,491.561128904481,553.800458174309,573.722310396993,463.596206364685,430.1219396637116,75.60041683532673,470.1823224435284,78.69519718015589,False,IsMasterProtein,Exosome complex exonuclease RRP42 OS=Mus musculus GN=Exosc7 PE=1 SV=2,24.7422680412371,6,6,6,1,291,31.805,5.19,1.43,1.21,1.35,18.74,31.37,8.86,,6,1,0.0002700513097488,Yellow,8.62563243262221
ENSMUSG00000044734,Q9D154,863.168318073639,843.492530932753,1232.63541656083,836.774584867327,231.108428784147,532.492679922497,307.446229803935,316.293777088632,309.089918258486,201.261300894238,105.519024183869,293.955013352,159.335084881295,687.176508090317,486.1559832662985,267.4468139795496,502.3795618328395,425.93707577742646,False,IsMasterProtein,Leukocyte elastase inhibitor A OS=Mus musculus GN=Serpinb1a PE=1 SV=1,63.3245382585752,26,42,25,1,379,42.548,6.21,1.78,1.92,1.05,35.47,28.85,23.39,,26,0,0.0,Green,115.891854172369
ENSMUSG00000044749,Q8K441,3770.53183095964,3835.401698781,2892.98511532777,2485.86896420328,2032.77690933626,2320.64038410312,2276.43087228359,1846.54807008451,2849.69530545187,1825.92343875261,1175.93353103461,2100.60894080753,1943.51876117105,1979.83064120761,2704.575010142856,811.8219182453619,2057.8099132149227,537.4638671427853,False,IsMasterProtein,ATP-binding cassette sub-family A member 6 OS=Mus musculus GN=Abca6 PE=1 SV=2,28.0788177339901,40,68,39,1,1624,183.165,6.93,1.39,1.37,1.11,14.48,20.08,35.62,,40,0,0.0,Green,111.402842282979
ENSMUSG00000044763,Q3UFY8,329.14957970715,382.523189922375,351.468763719103,322.440360166559,426.433353052325,275.225118561677,410.674668606544,291.904105283814,362.704183062834,417.926322278499,297.334840171497,349.32118544773,268.326026861654,320.149167973752,354.0877425995313,57.77371871623223,332.4238095169706,47.5201867270542,False,IsMasterProtein,Mitochondrial ribonuclease P protein 1 OS=Mus musculus GN=Trmt10c PE=1 SV=2,39.6135265700483,13,18,11,1,414,48.355,9.38,1.03,1.15,0.98,27.15,31.38,28.99,,13,0,0.0,Green,13.5932013217306
ENSMUSG00000040532,Q8K4F5,586.996804101965,695.029776801278,546.498870212005,718.14643716326,904.487763376738,927.702213917131,828.700830908009,813.680705063847,806.078194495476,906.42247445794,915.890596109806,840.880469534938,870.604178135749,903.191285574988,794.6680412377776,118.64758229062282,814.5191873126695,136.3501365761403,False,IsMasterProtein,Alpha/beta hydrolase domain-containing protein 11 OS=Mus musculus GN=Abhd11 PE=1 SV=1,64.1693811074919,14,22,13,1,307,33.54,9.61,1.78,1.79,1.34,32.53,31.95,30.26,,14,0,0.0,Green,62.6205876005527
ENSMUSG00000040536,Q8BG18,1409.49588185645,1230.72196883431,1190.08043997991,957.865740547144,817.061743445144,515.961794717292,749.737536526518,437.580738914036,776.391164096633,1203.2902750675,834.593156268297,1054.3779011119,885.218930760905,764.776834882448,848.1358326271976,355.00879192876386,984.3147540883008,171.43104940016545,False,IsMasterProtein,N-terminal EF-hand calcium-binding protein 1 OS=Mus musculus GN=Necab1 PE=1 SV=1,20.4545454545455,4,6,4,1,352,40.908,4.89,1.5,2.0,3.22,33.55,20.35,79.79,,4,3,0.0006387055567383,Yellow,3.75001902129427
ENSMUSG00000040548,Q6ZPJ0,4349.95357288658,4163.74484565136,2129.44905961924,3953.05568380753,1784.59636447373,1457.32113824594,1544.66392869679,1499.55048129128,1759.62565163838,2085.06150164459,1499.21724470918,2127.67303658057,1589.97256463284,1669.12886975093,2365.636568983437,1299.019014930619,2150.508280106412,839.0998947621932,False,IsMasterProtein,Testis-expressed sequence 2 protein OS=Mus musculus GN=Tex2 PE=1 SV=2,6.47163120567376,7,9,7,1,1128,125.147,5.8,1.15,1.36,1.54,21.71,25.55,28.23,,7,1,0.0002276867030965,Yellow,4.99563319791041
ENSMUSG00000040550,Q8K2H2,785.777637493287,769.580961393006,688.870820123979,531.967490229349,357.611587038979,292.876582092291,396.486504107627,339.559930723578,360.742668382943,380.430545306287,359.449030301553,432.54398798862,374.88416274549,243.697038428899,471.80512446167296,211.26654974706943,430.26329644631096,142.94438099341392,False,IsMasterProtein,OTU domain-containing protein 6B OS=Mus musculus GN=Otud6b PE=1 SV=1,23.469387755102,4,4,4,1,294,33.737,5.53,1.29,1.39,1.31,30.31,33.11,24.02,,4,1,0.0002979737783075,Yellow,11.591330532041
ENSMUSG00000037139,A2ABU4,5.71726344172163,615.868789216784,111.315292502791,19.5563154328997,13.6121822554441,16.5455436045982,27.0499005924544,21.3700736125757,7.88687600588162,22.509350287496,4.62717188675695,13.5734120772042,9.03747288834109,16.6681864356458,101.15008981849421,227.08929757583297,28.183885930162102,37.159671859278646,False,IsMasterProtein,Myomesin-3 OS=Mus musculus GN=Myom3 PE=1 SV=1,9.58999305072967,12,12,12,1,1439,161.678,5.72,1.1,1.33,0.94,44.31,51.2,35.65,,12,1,0.0002402691013935,Yellow,5.91647510510601
ENSMUSG00000037149,Q91VR5,2017.71004943578,2138.89038592489,2091.60715447277,1365.66353589178,680.774865044569,634.310911529061,618.738799475203,536.339255468625,815.683735483287,636.355700016801,800.410501812834,1026.06271559853,790.768472180784,613.379662362325,1063.2068574802022,699.379055385499,1046.3211060479748,528.5675634310057,False,IsMasterProtein,ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1,56.7567567567568,39,93,38,1,740,82.448,7.21,1.52,1.34,1.19,14.34,16.02,17.1,,39,0,0.0,Green,164.507795031171
ENSMUSG00000037166,Q91VC7,49.4722753510798,40.5192525085827,55.3640387757893,38.8198125215745,57.8284979292432,39.0352114908981,55.1706398091369,53.0838040862304,45.7638597407728,101.844344199208,117.574261629509,87.4804445276498,60.7893421648392,33.1842589397226,48.69622013084912,7.23379093240073,70.72235753689891,32.160888318984625,False,IsMasterProtein,Protein phosphatase 1 regulatory subunit 14A OS=Mus musculus GN=Ppp1r14a PE=1 SV=1,27.2108843537415,2,2,2,1,147,16.639,7.34,,,,,,,,2,27,0.0052467936261173,Yellow,2.14181817102419
ENSMUSG00000022868,P29699,210233.051107169,156168.153809922,176636.460244648,271104.219986535,165418.677310135,137711.59436145,169448.630261068,139000.73601208,170283.699114784,252422.771307659,161626.550283494,180860.097234352,165975.18284606,183894.8883879,164037.79171094397,24447.39725233597,198931.45289866402,43965.40271326061,False,IsMasterProtein,Alpha-2-HS-glycoprotein OS=Mus musculus GN=Ahsg PE=1 SV=1,56.8115942028986,15,41,15,1,345,37.302,6.51,1.41,1.16,0.93,32.69,21.25,30.98,,15,0,0.0,Green,72.6002777679607
ENSMUSG00000022871,Q9QXC1,10718.6334247916,7477.12569096756,8572.89934339698,13123.2089989442,11656.5619961341,9242.63382576435,11927.9854925657,13721.0843745293,10412.836204289,16108.1670306693,10382.914661018,10424.6198457887,12136.0790110461,12834.7228556082,10736.694429863086,2005.5809582204324,11940.373106638783,2438.265555661382,False,IsMasterProtein,Fetuin-B OS=Mus musculus GN=Fetub PE=1 SV=1,24.4845360824742,7,11,7,1,388,42.685,6.61,1.43,1.34,1.1,12.71,10.6,16.61,,7,0,0.0,Green,14.5334029002796
