Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs (peptide-spectrum matches),# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI (isoelecric point),Ratios: (BA_Casis) / (Pool),Ratios: (GC_Casis) / (Pool),Ratios: (FLIGHT_Casis) / (Pool),Ratio Standard Errors [%]: (BA_Casis) / (Pool),Ratio Standard Errors [%]: (GC_Casis) / (Pool),Ratio Standard Errors [%]: (FLIGHT_Casis) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
FALSE,IsMasterProtein,Q9Z1Q2,Abhydrolase domain-containing protein 16A OS=Mus musculus GN=Abhd16a PE=1 SV=3,16.1290322580645,8,13,8,1,558,63.046,8.25,1.27,1.47,1.18,24.66,25.01,23.92,,8,0,0,Green,22.5242561337199
FALSE,IsMasterProtein,Q99J36,THUMP domain-containing protein 1 OS=Mus musculus GN=Thumpd1 PE=1 SV=1,33.7142857142857,12,18,12,1,350,38.861,6.07,1.58,1.51,1.18,13.4,26.56,27.07,,12,0,0,Green,22.5181479064666
FALSE,IsMasterProteinCandidate,Q99PG2,Opioid growth factor receptor OS=Mus musculus GN=Ogfr PE=1 SV=1,27.4881516587678,13,16,13,1,633,70.636,4.77,1.47,1.43,1.21,27.4,25.27,41.07,,13,0,0,Green,22.5019141073344
FALSE,IsMasterProtein,Q80UU6,Opioid growth factor receptor OS=Mus musculus GN=Ogfr PE=2 SV=1,27.4881516587678,13,16,13,1,633,70.62,4.77,1.47,1.43,1.21,27.4,25.27,41.07,,13,0,0,Green,22.5019141073344
FALSE,IsMasterProtein,Q3UIA2,Rho GTPase-activating protein 17 OS=Mus musculus GN=Arhgap17 PE=1 SV=1,13.8297872340426,7,9,7,1,846,92.145,7.56,1.32,1.22,0.98,9.6,6.92,22.85,,7,0,0,Green,22.4822689676069
FALSE,IsMasterProtein,Q3UMC0,Spermatogenesis-associated protein 5 OS=Mus musculus GN=Spata5 PE=1 SV=2,15.2295632698768,11,12,8,1,893,97.195,8.24,1.59,1.26,1.27,15,22.04,16.02,,11,0,0,Green,22.4721822703807
FALSE,IsMasterProtein,Q8C0L9,Glycerophosphocholine phosphodiesterase GPCPD1 OS=Mus musculus GN=Gpcpd1 PE=1 SV=1,18.2222222222222,9,9,9,1,675,76.531,5.58,1.81,1.15,1.07,31.19,32.58,38.28,,9,0,0,Green,22.4011757785016
FALSE,IsMasterProtein,A0A0A6YXH3,Oxysterol-binding protein OS=Mus musculus GN=Osbpl9 PE=1 SV=1,16.0857908847185,10,12,10,1,746,84.145,6.21,1.4,1.28,1.1,25.37,20.97,39.31,,10,0,0,Green,22.3965270672084
FALSE,IsMasterProteinCandidate,E9Q6C1,Oxysterol-binding protein OS=Mus musculus GN=Osbpl9 PE=1 SV=1,18.2926829268293,10,12,10,1,656,73.858,5.96,1.4,1.28,1.1,25.37,20.97,39.31,,10,0,0,Green,22.3965270672084
FALSE,IsMasterProteinCandidate,E9PXZ2,Oxysterol-binding protein OS=Mus musculus GN=Osbpl9 PE=1 SV=2,16.597510373444,10,12,10,1,723,81.679,6.21,1.4,1.28,1.1,25.37,20.97,39.31,,10,0,0,Green,22.3965270672084
FALSE,IsMasterProteinCandidate,A2A8Z1,Oxysterol-binding protein-related protein 9 OS=Mus musculus GN=Osbpl9 PE=1 SV=1,16.304347826087,10,12,10,1,736,83.057,6.07,1.4,1.28,1.1,25.37,20.97,39.31,,10,0,0,Green,22.3965270672084
FALSE,IsMasterProteinCandidate,F6UHR6,Oxysterol-binding protein OS=Mus musculus GN=Osbpl9 PE=1 SV=2,16.6898470097357,10,12,10,1,719,81.04,5.72,1.4,1.28,1.1,25.37,20.97,39.31,,10,0,0,Green,22.3965270672084
FALSE,IsMasterProtein,Q564F6,MCG128907 OS=Mus musculus GN=Pdcd5 PE=2 SV=1,42.8571428571429,5,7,5,1,126,14.266,5.68,1.5,1.27,1.19,31.32,33.29,35.86,,5,0,0,Green,22.3710211761004
FALSE,IsMasterProteinCandidate,Q8VCM4,"Lipoyltransferase 1, mitochondrial OS=Mus musculus GN=Lipt1 PE=1 SV=1",26.2734584450402,9,11,9,1,373,42.119,8.48,1.71,1.57,1.53,34.85,27.64,39.28,,9,0,0,Green,22.3569098941972
FALSE,IsMasterProtein,Q8C894,Putative uncharacterized protein OS=Mus musculus GN=Lipt1 PE=2 SV=1,26.2734584450402,9,11,9,1,373,42.076,8.38,1.71,1.57,1.53,34.85,27.64,39.28,,9,0,0,Green,22.3569098941972
FALSE,IsMasterProtein,Q6NZR5,Protein Skiv2l OS=Mus musculus GN=Skiv2l PE=1 SV=1,21.7041800643087,21,26,21,1,1244,137.437,6.28,1.32,1.33,1.32,27.11,22.54,27.09,,21,0,0,Green,22.3527915796382
FALSE,IsMasterProteinCandidate,O70349,"MCG15924, isoform CRA_a OS=Mus musculus GN=SKI PE=4 SV=1",21.8446601941748,21,26,21,1,1236,136.569,6.29,1.32,1.33,1.32,27.11,22.54,27.09,,21,0,0,Green,22.3527915796382
FALSE,IsMasterProtein,Q9CWG8,"NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 OS=Mus musculus GN=Ndufaf7 PE=1 SV=4",31.1926605504587,8,9,8,1,436,48.354,6.95,1.69,1.65,1.42,15.1,20.21,28.43,,8,0,0,Green,22.3472883350807
FALSE,IsMasterProtein,Q3TE95,Putative uncharacterized protein OS=Mus musculus GN=Rcn2 PE=2 SV=1,41.1267605633803,10,10,10,1,355,41.014,4.59,1.47,1.39,1.18,31.46,17.89,14.19,,10,0,0,Green,22.3272531003326
FALSE,IsMasterProtein,Q3UZR8,"Eukaryotic translation initiation factor 2B, subunit 1 (Alpha) OS=Mus musculus GN=Eif2b1 PE=2 SV=1",30.1639344262295,7,8,7,1,305,33.795,8.32,1.43,1.38,1.19,26.39,23.81,25.63,,7,0,0,Green,22.3085930455637
FALSE,IsMasterProtein,Q8C767,Protein phosphatase 1 regulatory subunit 3B OS=Mus musculus GN=Ppp1r3b PE=1 SV=1,28.169014084507,6,6,6,1,284,32.412,5.87,0.93,1,0.91,32.7,18.96,42.43,,6,0,0,Green,22.3003388187642
FALSE,IsMasterProtein,Q60590,Alpha-1-acid glycoprotein 1 OS=Mus musculus GN=Orm1 PE=1 SV=1,40.5797101449275,9,17,9,1,207,23.88,5.85,1.28,1.47,1.56,28.74,21.67,13.33,,9,0,0,Green,22.2955764323268
FALSE,IsMasterProtein,Q9DBA6,Peroxisomal leader peptide-processing protease OS=Mus musculus GN=Tysnd1 PE=1 SV=1,27.6408450704225,10,13,10,1,568,59.029,7.23,1.15,1.55,8.67,30.82,44.73,248.69,,10,0,0,Green,22.2621579595313
FALSE,IsMasterProtein,Q59J78,"Mimitin, mitochondrial OS=Mus musculus GN=Ndufaf2 PE=1 SV=1",39.8809523809524,6,7,6,1,168,19.616,8.25,1.52,1.42,1.17,28.53,16.19,31.78,,6,0,0,Green,22.2272455068959
FALSE,IsMasterProteinCandidate,A2A6J7,Lymphocyte-specific protein 1 OS=Mus musculus GN=Lsp1 PE=1 SV=1,28.7037037037037,5,6,5,1,324,35.907,4.73,2.14,1.75,2.78,36.34,41.37,114.6,,5,0,0,Green,22.2117581008752
FALSE,IsMasterProtein,P19973,Lymphocyte-specific protein 1 OS=Mus musculus GN=Lsp1 PE=1 SV=2,28.1818181818182,5,6,5,1,330,36.692,4.82,2.14,1.75,2.78,36.34,41.37,114.6,,5,0,0,Green,22.2117581008752
FALSE,IsMasterProteinCandidate,Q8CHW3,Mitochondrial ribosomal protein L23 OS=Mus musculus GN=Mrpl23 PE=2 SV=1,50.6849315068493,4,6,4,1,146,17.095,9.76,1.66,1.61,1.2,17.07,32.55,29.71,,4,0,0,Green,22.2036553696588
FALSE,IsMasterProtein,O35972,"39S ribosomal protein L23, mitochondrial OS=Mus musculus GN=Mrpl23 PE=1 SV=1",50.6849315068493,4,6,4,1,146,17.111,9.76,1.66,1.61,1.2,17.07,32.55,29.71,,4,0,0,Green,22.2036553696588
FALSE,IsMasterProtein,Q9JLI8,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Mus musculus GN=Sart3 PE=1 SV=1,17.3596673596674,15,17,14,1,962,109.55,5.24,1.96,1.65,1.33,24.7,24.21,22.08,,15,0,0,Green,22.1897150176804
FALSE,IsMasterProtein,Q9QXJ2,Signal transducer and activator of transcription OS=Mus musculus GN=Stat2 PE=1 SV=1,11.9305856832972,11,11,11,1,922,105.32,5.21,1.33,1.36,1.21,27.64,27.17,22.21,,11,0,0,Green,22.1688680525653
FALSE,IsMasterProtein,Q58E49,Histone deacetylase OS=Mus musculus GN=Hdac1 PE=2 SV=1,23.4439834024896,9,11,9,1,482,55.04,5.48,1.47,1.34,1.12,20.57,21.31,18.61,,9,0,0,Green,22.1527888565041
FALSE,IsMasterProtein,P62774,Myotrophin OS=Mus musculus GN=Mtpn PE=1 SV=2,50.8474576271186,6,19,6,1,118,12.853,5.52,1.43,1.48,1.35,28.99,28.32,33.08,,6,0,0,Green,22.1316556049031
FALSE,IsMasterProtein,Q62093,Serine/arginine-rich splicing factor 2 OS=Mus musculus GN=Srsf2 PE=1 SV=4,26.2443438914027,7,15,7,1,221,25.461,11.85,1.58,1.23,1.06,25.35,23.22,31.77,,7,0,0,Green,22.1210505245304
FALSE,IsMasterProtein,Q9JKJ9,24-hydroxycholesterol 7-alpha-hydroxylase OS=Mus musculus GN=Cyp39a1 PE=1 SV=1,21.4893617021277,8,8,8,1,470,53.54,8.84,0.75,1.09,1.19,42.44,36.93,19.88,,8,0,0,Green,22.1178498147431
FALSE,IsMasterProtein,Q9EST5-2,Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus GN=Anp32b,15.8054711246201,6,10,5,1,329,37.425,4.18,1.62,1.22,1.17,17.32,22.82,23.38,,6,0,0,Green,22.1135711213963
FALSE,IsMasterProtein,Q9Z2G6,Protein sel-1 homolog 1 OS=Mus musculus GN=Sel1l PE=1 SV=2,20.7594936708861,10,11,10,1,790,88.285,5.57,1.53,1.67,1.58,57.71,31.78,47.14,,10,0,0,Green,22.1134912194427
FALSE,IsMasterProtein,Q3TK95,Putative uncharacterized protein OS=Mus musculus GN=Eif4e PE=2 SV=1,29.9539170506912,9,16,9,1,217,25.037,6.15,1.44,1.38,1.19,24.85,28.66,29.69,,9,0,0,Green,22.0859136648391
FALSE,IsMasterProtein,Q6R0H7,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus GN=Gnas PE=1 SV=1,14.7396293027361,16,26,15,1,1133,121.429,4.81,1.47,1.49,1.17,23.73,21.7,18.79,,16,0,0,Green,22.0801051064024
FALSE,IsMasterProtein,CAS1_BOVIN,(Common contaminant protein),29.9065420560748,4,7,4,1,214,24.513,5.02,0.29,0.58,16.74,71.73,91.49,97.6,,4,0,0,Green,22.0492972653663
FALSE,IsMasterProtein,Q80WW9,DDRGK domain-containing protein 1 OS=Mus musculus GN=Ddrgk1 PE=1 SV=2,19.3650793650794,5,6,5,1,315,35.956,5.35,1.13,1.06,1.32,21.31,43.44,32.57,,5,0,0,Green,22.0341915942673
FALSE,IsMasterProtein,Q99KG3-2,Isoform 2 of RNA-binding protein 10 OS=Mus musculus GN=Rbm10,17.3505275498242,11,16,10,1,853,94.372,6.7,1.5,1.46,1.33,11.05,16.57,17.89,,11,0,0,Green,22.0216357022666
FALSE,IsMasterProtein,Q9DB25,Dolichyl-phosphate beta-glucosyltransferase OS=Mus musculus GN=Alg5 PE=1 SV=1,29.320987654321,9,10,9,1,324,36.767,8.6,1.08,1.35,1.28,36.75,39.46,37.89,,9,0,0,Green,22.0131157798505
FALSE,IsMasterProtein,Q3UQ84,"Threonine--tRNA ligase, mitochondrial OS=Mus musculus GN=Tars2 PE=1 SV=1",12.0331950207469,9,11,9,1,723,81.649,7.87,1.46,1.43,1.18,20.68,17.02,19.3,,9,0,0,Green,22.0086092503329
FALSE,IsMasterProtein,Q8VBT0,Thioredoxin-related transmembrane protein 1 OS=Mus musculus GN=Tmx1 PE=1 SV=1,24.1007194244604,7,9,7,1,278,31.376,5.29,1.03,1.48,1.14,20.51,21.69,33.03,,7,0,0,Green,21.9861939170468
FALSE,IsMasterProtein,Q6PAM1,Alpha-taxilin OS=Mus musculus GN=Txlna PE=1 SV=1,18.7725631768953,9,9,8,1,554,62.33,6.74,1.37,1.22,1.12,14.87,20.57,17.64,,9,0,0,Green,21.9641234389013
FALSE,IsMasterProtein,P48428,Tubulin-specific chaperone A OS=Mus musculus GN=Tbca PE=1 SV=3,63.8888888888889,10,14,10,1,108,12.75,5.27,1.43,1.42,1.25,28.28,18.28,22.88,,10,0,0,Green,21.9536189196877
FALSE,IsMasterProtein,O08528,Hexokinase-2 OS=Mus musculus GN=Hk2 PE=1 SV=1,19.4111232279171,16,19,16,1,917,102.469,6.11,1.24,2.49,1.15,24.76,163.46,32.86,,16,0,0,Green,21.9486284734561
FALSE,IsMasterProtein,Q9D6K5,Synaptojanin-2-binding protein OS=Mus musculus GN=Synj2bp PE=1 SV=1,36.551724137931,5,13,5,1,145,15.805,6.3,1.08,1.44,1.26,17.74,7.21,20.15,,5,0,0,Green,21.9411142564601
FALSE,IsMasterProtein,Q3UXS0,Secretory carrier-associated membrane protein 3 OS=Mus musculus GN=Scamp3 PE=1 SV=1,26.8571428571429,5,8,5,1,350,38.561,7.64,1.56,1.42,1.14,32.04,31.3,32.22,,5,0,0,Green,21.9394915818025
FALSE,IsMasterProteinCandidate,Q3TDM8,Putative uncharacterized protein OS=Mus musculus GN=Scamp3 PE=2 SV=1,29.8412698412698,5,8,5,1,315,34.554,7.68,1.56,1.42,1.14,32.04,31.3,32.22,,5,0,0,Green,21.9394915818025
FALSE,IsMasterProteinCandidate,O35609,Secretory carrier-associated membrane protein 3 OS=Mus musculus GN=Scamp3 PE=1 SV=3,26.9340974212034,5,8,5,1,349,38.433,7.64,1.56,1.42,1.14,32.04,31.3,32.22,,5,0,0,Green,21.9394915818025
FALSE,IsMasterProteinCandidate,E9Q855,Secretory carrier-associated membrane protein 3 OS=Mus musculus GN=Scamp3 PE=1 SV=1,29.8412698412698,5,8,5,1,315,34.493,8.16,1.56,1.42,1.14,32.04,31.3,32.22,,5,0,0,Green,21.9394915818025
FALSE,IsMasterProteinCandidate,Q3UK26,Putative uncharacterized protein OS=Mus musculus GN=Scamp3 PE=2 SV=1,26.9340974212034,5,8,5,1,349,38.449,7.64,1.56,1.42,1.14,32.04,31.3,32.22,,5,0,0,Green,21.9394915818025
FALSE,IsMasterProtein,Q9QZ73,DCN1-like protein 1 OS=Mus musculus GN=Dcun1d1 PE=1 SV=1,33.976833976834,8,10,7,1,259,30.078,5.34,1.54,1.45,1.25,28.18,13.48,25,,8,0,0,Green,21.9310857655516
FALSE,IsMasterProtein,Q6VN19,Ran-binding protein 10 OS=Mus musculus GN=Ranbp10 PE=1 SV=2,16.6129032258065,8,10,8,1,620,67.146,6.58,1.65,1.31,1.16,29.83,34,33.78,,8,0,0,Green,21.9135145175732
FALSE,IsMasterProtein,P28700,Retinoic acid receptor RXR-alpha OS=Mus musculus GN=Rxra PE=1 SV=1,17.9871520342612,7,12,7,1,467,51.184,7.8,1.46,1.45,1.21,15.25,31.05,36.63,,7,0,0,Green,21.9077856502426
FALSE,IsMasterProteinCandidate,Q91YD9,Neural Wiskott-Aldrich syndrome protein OS=Mus musculus GN=Wasl PE=1 SV=1,47.3053892215569,15,19,15,1,501,54.24,7.93,1.71,1.38,1.23,22.51,29.78,28.57,,15,0,0,Green,21.9009356602967
FALSE,IsMasterProtein,Q7TPN5,Wiskott-Aldrich syndrome-like (Human) OS=Mus musculus GN=Wasl PE=2 SV=1,47.3053892215569,15,19,15,1,501,54.224,7.93,1.71,1.38,1.23,22.51,29.78,28.57,,15,0,0,Green,21.9009356602967
FALSE,IsMasterProtein,B1AUN2,MCG14442 OS=Mus musculus GN=Eif2b3 PE=1 SV=1,30.0884955752212,10,11,10,1,452,50.456,6.74,1.97,1.86,1.45,39.43,44.81,52.81,,10,0,0,Green,21.8812593052861
FALSE,IsMasterProtein,Q571B0,MKIAA4036 protein (Fragment) OS=Mus musculus GN=Tm9sf3 PE=2 SV=1,13.1955484896661,10,13,10,1,629,72.081,8.44,1.35,1.53,1.21,35.08,14.85,19.3,,10,0,0,Green,21.871193908372
FALSE,IsMasterProtein,Q64261,Cyclin-dependent kinase 6 OS=Mus musculus GN=Cdk6 PE=1 SV=2,35.8895705521472,9,18,9,1,326,37.005,6.62,1.74,1.51,1.25,59.02,38.66,34.77,,9,0,0,Green,21.8628745963078
FALSE,IsMasterProtein,Q99N19,Cytochrome P450 CYP4F13 OS=Mus musculus GN=Cyp4f13 PE=1 SV=1,15.2963671128107,6,7,6,1,523,59.785,7.69,1.17,1.17,1.08,36.8,45.44,36.92,,6,0,0,Green,21.8574095485729
FALSE,IsMasterProtein,P12815,Programmed cell death protein 6 OS=Mus musculus GN=Pdcd6 PE=1 SV=2,32.9842931937173,7,13,7,1,191,21.854,5.4,1.5,1.39,1.18,20.31,33.1,35.48,,7,0,0,Green,21.8096957924457
FALSE,IsMasterProtein,O54879,High mobility group protein B3 OS=Mus musculus GN=Hmgb3 PE=1 SV=3,34.5,10,10,10,1,200,22.995,8.37,1.72,1.57,1.01,25.35,36.29,34.24,,10,0,0,Green,21.7919662661136
FALSE,IsMasterProtein,Q8BTS4,Nuclear pore complex protein Nup54 OS=Mus musculus GN=Nup54 PE=1 SV=1,19.0196078431373,8,10,8,1,510,55.697,7.02,1.4,1.49,1.55,27.96,26.08,89.61,,8,0,0,Green,21.7644653218719
FALSE,IsMasterProtein,E9QNR6,Protein AI837181 OS=Mus musculus GN=AI837181 PE=1 SV=1,23.489932885906,6,11,6,1,298,31.826,6.1,1.53,1.36,1.07,19.18,20.65,29,,6,0,0,Green,21.7635777881568
FALSE,IsMasterProtein,O35295,Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3,50,10,13,10,1,324,33.881,5.43,1.14,1.12,0.98,13.8,24.14,19.43,,10,0,0,Green,21.7357746325816
FALSE,IsMasterProtein,Q8QZY9,Splicing factor 3B subunit 4 OS=Mus musculus GN=Sf3b4 PE=1 SV=1,15.8018867924528,4,6,4,1,424,44.327,8.56,,,,,,,,4,0,0,Green,21.7236831438839
FALSE,IsMasterProtein,Q9R0T7,MCG15085 OS=Mus musculus GN=Try4 PE=1 SV=1,34.5528455284553,7,8,7,1,246,26.257,5.81,0.56,1.52,0.65,65.32,90.65,50.03,,7,0,0,Green,21.6991295478717
FALSE,IsMasterProtein,Q3TJG2,Acyl carrier protein OS=Mus musculus GN=Ndufab1 PE=2 SV=1,27.5641025641026,8,15,7,1,156,17.375,5.21,1.38,1.65,1.19,17.63,15.46,24.57,,8,0,0,Green,21.6848389384037
FALSE,IsMasterProteinCandidate,F8WJ64,Acyl carrier protein (Fragment) OS=Mus musculus GN=Ndufab1 PE=1 SV=1,33.59375,8,15,7,1,128,14.41,4.77,1.38,1.65,1.19,17.63,15.46,24.57,,8,0,0,Green,21.6848389384037
FALSE,IsMasterProteinCandidate,F6ZFT1,Acyl carrier protein (Fragment) OS=Mus musculus GN=Ndufab1 PE=1 SV=1,33.8582677165354,8,15,7,1,127,14.3,4.77,1.38,1.65,1.19,17.63,15.46,24.57,,8,0,0,Green,21.6848389384037
FALSE,IsMasterProteinCandidate,Q9CR21,"Acyl carrier protein, mitochondrial OS=Mus musculus GN=Ndufab1 PE=1 SV=1",27.5641025641026,8,15,7,1,156,17.359,5.21,1.38,1.65,1.19,17.63,15.46,24.57,,8,0,0,Green,21.6848389384037
FALSE,IsMasterProtein,Q9CQU0,Thioredoxin domain-containing protein 12 OS=Mus musculus GN=Txndc12 PE=1 SV=1,49.4117647058824,8,12,8,1,170,19.036,5.26,1.46,1.4,1.54,23.71,24.82,57.43,,8,0,0,Green,21.6827406381758
FALSE,IsMasterProtein,Q56A13,Commd7 protein OS=Mus musculus GN=Commd7 PE=2 SV=1,36,4,5,4,1,200,22.638,5.94,1.62,1.44,1.32,31.75,23.7,59.64,,4,0,0,Green,21.6813350520875
FALSE,IsMasterProtein,Q80Y14,"Glutaredoxin-related protein 5, mitochondrial OS=Mus musculus GN=Glrx5 PE=1 SV=2",36.8421052631579,5,11,5,1,152,16.282,6.55,1.41,1.36,1.23,20.85,23.71,26.91,,5,0,0,Green,21.6730587724791
FALSE,IsMasterProtein,Q3TJ10,Putative uncharacterized protein OS=Mus musculus GN=Adpgk PE=2 SV=1,19.7979797979798,6,9,6,1,495,53.798,5.71,1.29,1.32,1.01,23.47,24.55,42.94,,6,0,0,Green,21.6682696766114
FALSE,IsMasterProteinCandidate,Q3UDS7,Putative uncharacterized protein OS=Mus musculus GN=Adpgk PE=2 SV=1,19.7979797979798,6,9,6,1,495,53.754,5.62,1.29,1.32,1.01,23.47,24.55,42.94,,6,0,0,Green,21.6682696766114
FALSE,IsMasterProtein,Q9DC71,"28S ribosomal protein S15, mitochondrial OS=Mus musculus GN=Mrps15 PE=1 SV=2",42.2480620155039,11,17,10,1,258,29.445,10.13,1.36,1.32,1.29,31.75,37.88,30.58,,11,0,0,Green,21.6649964346933
FALSE,IsMasterProtein,Q58E35,MCG10168 OS=Mus musculus GN=Rplp1 PE=2 SV=1,51.7543859649123,2,6,2,1,114,11.468,4.32,1.62,1.43,1.17,34.87,14.96,30.18,,2,0,0,Green,21.6509814281949
FALSE,IsMasterProtein,Q9CRA7,"ATP synthase subunit s, mitochondrial OS=Mus musculus GN=Atp5s PE=1 SV=1",40.5,7,7,7,1,200,23.26,8.06,1.71,1.71,1.41,17.83,14.23,37.76,,7,0,0,Green,21.6455764122134
FALSE,IsMasterProtein,P59999,Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3,42.8571428571429,7,11,7,1,168,19.654,8.43,1.56,1.43,1.21,11.1,15.25,19.11,,7,0,0,Green,21.6397123812854
FALSE,IsMasterProtein,D3Z285,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (Fragment) OS=Mus musculus GN=Nfu1 PE=1 SV=1",25.6281407035176,4,6,4,1,199,22.014,4.96,1.48,1.59,1.19,22.38,22.59,25.38,,4,0,0,Green,21.6391787392606
FALSE,IsMasterProtein,P63024,Vesicle-associated membrane protein 3 OS=Mus musculus GN=Vamp3 PE=1 SV=1,38.8349514563107,3,5,3,1,103,11.473,8.5,,,,,,,,3,0,0,Green,21.6245198576937
FALSE,IsMasterProtein,A0A023J672,NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus castaneus GN=ND5 PE=3 SV=1,10.8731466227348,5,8,5,1,607,68.464,9.01,1.31,1.9,1.43,29.45,22.68,30.43,,5,0,0,Green,21.6052528568368
FALSE,IsMasterProteinCandidate,A0A023J6J5,NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus castaneus GN=ND5 PE=3 SV=1,10.8731466227348,5,8,5,1,607,68.433,9.01,1.31,1.9,1.43,29.45,22.68,30.43,,5,0,0,Green,21.6052528568368
FALSE,IsMasterProteinCandidate,A3R462,NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus castaneus GN=ND5 PE=3 SV=1,10.8731466227348,5,8,5,1,607,68.434,9.01,1.31,1.9,1.43,29.45,22.68,30.43,,5,0,0,Green,21.6052528568368
FALSE,IsMasterProteinCandidate,A0A023J6C1,NADH-ubiquinone oxidoreductase chain 5 OS=Mus musculus castaneus GN=ND5 PE=3 SV=1,10.8731466227348,5,8,5,1,607,68.446,9.01,1.31,1.9,1.43,29.45,22.68,30.43,,5,0,0,Green,21.6052528568368
FALSE,IsMasterProtein,Q9CZL5,Pterin-4-alpha-carbinolamine dehydratase 2 OS=Mus musculus GN=Pcbd2 PE=1 SV=2,50,7,13,7,1,136,14.821,9.16,1.58,1.55,1.25,17.3,14.22,17.12,,7,0,0,Green,21.6043269308549
FALSE,IsMasterProtein,P57746,V-type proton ATPase subunit D OS=Mus musculus GN=Atp6v1d PE=1 SV=1,36.0323886639676,8,12,8,1,247,28.351,9.45,1.3,1.26,1.02,23.83,17.79,20.57,,8,0,0,Green,21.5874862059817
FALSE,IsMasterProteinCandidate,P54310,Hormone-sensitive lipase OS=Mus musculus GN=Lipe PE=1 SV=2,15.6785243741765,7,8,7,1,759,83.295,6.95,1.37,2.93,2.65,11.02,72.57,124.26,,7,0,0,Green,21.5813217139842
FALSE,IsMasterProtein,P54310-2,Isoform 2 of Hormone-sensitive lipase OS=Mus musculus GN=Lipe,14.8379052369077,7,8,7,1,802,87.971,7.96,1.37,2.93,2.65,11.02,72.57,124.26,,7,0,0,Green,21.5813217139842
FALSE,IsMasterProtein,Q8R5I6,Glutathione S-transferase mu 4 OS=Mus musculus GN=Gstm4 PE=1 SV=1,33.4862385321101,7,11,7,1,218,25.503,6.93,1.07,1.26,1.12,16.7,28.28,38.57,,7,0,0,Green,21.5598750013784
FALSE,IsMasterProtein,Q9WTX2,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Mus musculus GN=Prkra PE=1 SV=1,19.8083067092652,5,12,4,1,313,34.349,8.43,1.56,1.5,1.22,14.3,14.45,37.77,,5,0,0,Green,21.5553069815998
FALSE,IsMasterProtein,B2RTN5,Glucocorticoid receptor DNA binding factor 1 OS=Mus musculus GN=Arhgap35 PE=2 SV=1,12.1414276184123,13,14,13,1,1499,170.285,6.61,1.69,1.62,1.5,18.8,31.18,11.43,,13,0,0,Green,21.543627009966
FALSE,IsMasterProtein,P34152,Focal adhesion kinase 1 OS=Mus musculus GN=Ptk2 PE=1 SV=3,14.2201834862385,13,19,11,1,1090,123.458,6.68,1.56,1.37,1.22,26.65,28.02,22.69,,13,0,0,Green,21.5185801406616
FALSE,IsMasterProteinCandidate,P34152-4,Isoform 4 of Focal adhesion kinase 1 OS=Mus musculus GN=Ptk2,14.6919431279621,13,19,11,1,1055,119.606,6.68,1.56,1.37,1.22,26.65,28.02,22.69,,13,0,0,Green,21.5185801406616
FALSE,IsMasterProteinCandidate,P34152-3,Isoform 3 of Focal adhesion kinase 1 OS=Mus musculus GN=Ptk2,14.7338403041825,13,19,11,1,1052,119.167,6.62,1.56,1.37,1.22,26.65,28.02,22.69,,13,0,0,Green,21.5185801406616
FALSE,IsMasterProteinCandidate,P34152-2,Isoform 2 of Focal adhesion kinase 1 OS=Mus musculus GN=Ptk2,14.3120960295476,13,19,11,1,1083,122.696,6.73,1.56,1.37,1.22,26.65,28.02,22.69,,13,0,0,Green,21.5185801406616
FALSE,IsMasterProtein,F6TFN2,Protein Lmo7 (Fragment) OS=Mus musculus GN=Lmo7 PE=1 SV=1,11.8587047939445,11,15,11,1,1189,133.868,5.99,1.43,1.29,1.13,26.6,35.29,22.15,,11,0,0,Green,21.5052867925341
FALSE,IsMasterProteinCandidate,B7ZN52,Lmo7 protein OS=Mus musculus GN=Lmo7 PE=2 SV=1,12.1656600517688,11,15,11,1,1159,130.623,6.6,1.43,1.29,1.13,26.6,35.29,22.15,,11,0,0,Green,21.5052867925341
FALSE,IsMasterProteinCandidate,Q3TDY6,Putative uncharacterized protein OS=Mus musculus GN=Tpp1 PE=2 SV=1,14.0569395017794,6,12,6,1,562,61.29,6.57,1.52,1.43,1.1,33.32,20.24,23.87,,6,0,0,Green,21.4974236311429
FALSE,IsMasterProtein,O89023,Tripeptidyl-peptidase 1 OS=Mus musculus GN=Tpp1 PE=1 SV=2,14.0569395017794,6,12,6,1,562,61.304,6.57,1.52,1.43,1.1,33.32,20.24,23.87,,6,0,0,Green,21.4974236311429
